"Mês Ano";"Programa Orçamentário";"Ação Orçamentária";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"01/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4572 - CAPACITACAO DE SERVIDORES PUBLICOS FEDERAIS EM PROCESSO DE QUALIFICACAO E REQUALIFICACAO";"20203 - Agência Nacional do Cinema";"76.064,00";"2.586,84";"2.586,84";
"01/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"20TP - ATIVOS CIVIS DA UNIAO";"20203 - Agência Nacional do Cinema";"74.391.271,99";"6.264.377,64";"6.156.075,16";
"01/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"2012 - AUXILIO-ALIMENTACAO AOS SERVIDORES CIVIS, EMPREGADOS E MILITARES";"20203 - Agência Nacional do Cinema";"2.104.968,00";"173.261,48";"171.979,00";
"01/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"2010 - ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DOS SERVIDORES CIVIS, EMPREGADOS E MILITARES";"20203 - Agência Nacional do Cinema";"223.800,00";"19.805,70";"19.805,70";
"01/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"2000 - ADMINISTRACAO DA UNIDADE";"20203 - Agência Nacional do Cinema";"1.994.333,90";"150.339,61";"149.926,55";
"01/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"2004 - ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"20203 - Agência Nacional do Cinema";"303.063,00";"52.453,50";"52.453,50";
"01/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"216H - AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS";"20203 - Agência Nacional do Cinema";"385.585,00";"53.523,07";"53.523,07";
"01/2017";"2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO";"20ZI - FOMENTO AO SETOR AUDIOVISUAL (MEDIDA PROVISORIA N. 2.228-1/2001)";"20203 - Agência Nacional do Cinema";"362.250,00";"45.425,00";"45.425,00";
"01/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"09HB - CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS";"20203 - Agência Nacional do Cinema";"15.120.788,00";"1.214.184,75";"1.214.184,75";
"01/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"20203 - Agência Nacional do Cinema";"0,00";"0,00";"0,00";
"01/2017";"2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO";"8106 - APOIO A PROJETOS AUDIOVISUAIS ESPECIFICOS - FUNDO SETORIAL DO AUDIOVISUAL";"20203 - Agência Nacional do Cinema";"0,00";"0,00";"0,00";
"01/2017";"0089 - PREVIDENCIA DE INATIVOS E PENSIONISTAS DA UNIAO";"0181 - APOSENTADORIAS E PENSOES CIVIS DA UNIAO";"20203 - Agência Nacional do Cinema";"432.022,00";"34.940,55";"34.940,55";
"01/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"2011 - AUXILIO-TRANSPORTE AOS SERVIDORES CIVIS, EMPREGADOS E MILITARES";"20203 - Agência Nacional do Cinema";"78.156,00";"2.258,34";"2.258,34";
"01/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"00M1 - BENEFICIOS ASSISTENCIAIS DECORRENTES DO AUXILIO-FUNERAL E NATALIDADE";"20203 - Agência Nacional do Cinema";"21.204,00";"1.182,47";"1.182,47";
"02/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"2011 - AUXILIO-TRANSPORTE AOS SERVIDORES CIVIS, EMPREGADOS E MILITARES";"20203 - Agência Nacional do Cinema";"0,00";"2.776,97";"2.776,97";
"02/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"20203 - Agência Nacional do Cinema";"1.237.236,00";"0,00";"0,00";
"02/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"216H - AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS";"20203 - Agência Nacional do Cinema";"0,00";"44.142,72";"44.142,72";
"02/2017";"2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO";"20ZI - FOMENTO AO SETOR AUDIOVISUAL (MEDIDA PROVISORIA N. 2.228-1/2001)";"20203 - Agência Nacional do Cinema";"0,00";"182.275,00";"182.275,00";
"02/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"20TP - ATIVOS CIVIS DA UNIAO";"20203 - Agência Nacional do Cinema";"0,00";"5.837.027,26";"5.808.816,59";
"02/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"2000 - ADMINISTRACAO DA UNIDADE";"20203 - Agência Nacional do Cinema";"2.571.632,86";"2.135.217,33";"2.130.300,95";
"02/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"2010 - ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DOS SERVIDORES CIVIS, EMPREGADOS E MILITARES";"20203 - Agência Nacional do Cinema";"0,00";"19.516,80";"19.516,80";
"02/2017";"2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO";"12PG - PROMOCAO DO CINEMA NA CIDADE - FUNDO SETORIAL DO AUDIOVISUAL";"20203 - Agência Nacional do Cinema";"0,00";"0,00";"0,00";
"02/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"2012 - AUXILIO-ALIMENTACAO AOS SERVIDORES CIVIS, EMPREGADOS E MILITARES";"20203 - Agência Nacional do Cinema";"0,00";"172.407,93";"172.407,93";
"02/2017";"2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO";"20ZK - ADMINISTRACAO DOS INVESTIMENTOS, FINANCIAMENTOS E ATIVIDADES DO FUNDO SETORIAL DO AUDIOVISUAL (LEI N. 11.437, DE 2006)";"20203 - Agência Nacional do Cinema";"0,00";"0,00";"0,00";
