"Mês Ano";"Programa Orçamentário";"Ação Orçamentária";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"01/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"09HB - CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS";"20203 - Agência Nacional do Cinema";"14.765.335,00";"1.101.818,64";"1.101.818,64";
"01/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"0181 - APOSENTADORIAS E PENSOES CIVIS DA UNIAO";"20203 - Agência Nacional do Cinema";"1.139.983,00";"125.848,51";"0,00";
"01/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"212B - BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"20203 - Agência Nacional do Cinema";"2.323.826,00";"185.660,09";"0,00";
"01/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2004 - ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"20203 - Agência Nacional do Cinema";"561.117,00";"44.831,94";"0,00";
"01/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000 - ADMINISTRACAO DA UNIDADE";"20203 - Agência Nacional do Cinema";"89.526,81";"59.826,83";"11.990,30";
"01/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"216H - AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS";"20203 - Agência Nacional do Cinema";"0,00";"0,00";"0,00";
"01/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"20TP - ATIVOS CIVIS DA UNIAO";"20203 - Agência Nacional do Cinema";"78.569.903,00";"6.076.692,53";"1.681.728,43";
"02/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"216H - AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS";"20203 - Agência Nacional do Cinema";"38.084,58";"12.694,86";"0,00";
"02/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000 - ADMINISTRACAO DA UNIDADE";"20203 - Agência Nacional do Cinema";"4.507.158,63";"111.258,08";"89.936,99";
"02/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2004 - ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"20203 - Agência Nacional do Cinema";"0,00";"44.785,63";"44.831,94";
"02/2022";"5025 - CULTURA";"20ZJ - FISCALIZACAO E REGULAMENTACAO DO SETOR AUDIOVISUAL";"20203 - Agência Nacional do Cinema";"143.000,00";"0,00";"0,00";
"02/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"20TP - ATIVOS CIVIS DA UNIAO";"20203 - Agência Nacional do Cinema";"0,00";"6.205.115,70";"6.135.396,48";
"02/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"09HB - CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS";"20203 - Agência Nacional do Cinema";"0,00";"1.097.677,92";"1.097.677,92";
"02/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"212B - BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"20203 - Agência Nacional do Cinema";"0,00";"184.143,78";"185.660,09";
"02/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"4572 - CAPACITACAO DE SERVIDORES PUBLICOS FEDERAIS EM PROCESSO DE QUALIFICACAO E REQUALIFICACAO";"20203 - Agência Nacional do Cinema";"63.420,00";"0,00";"0,00";
"02/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"0181 - APOSENTADORIAS E PENSOES CIVIS DA UNIAO";"20203 - Agência Nacional do Cinema";"0,00";"144.311,75";"134.900,05";
"03/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000 - ADMINISTRACAO DA UNIDADE";"20203 - Agência Nacional do Cinema";"1.058.640,98";"2.538.348,41";"2.497.061,00";
"03/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"4572 - CAPACITACAO DE SERVIDORES PUBLICOS FEDERAIS EM PROCESSO DE QUALIFICACAO E REQUALIFICACAO";"20203 - Agência Nacional do Cinema";"16.758,00";"0,00";"0,00";
"03/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"20TP - ATIVOS CIVIS DA UNIAO";"20203 - Agência Nacional do Cinema";"0,00";"6.293.121,94";"6.244.560,04";
"03/2022";"5025 - CULTURA";"20ZJ - FISCALIZACAO E REGULAMENTACAO DO SETOR AUDIOVISUAL";"20203 - Agência Nacional do Cinema";"918,37";"9.157,38";"116,67";
"03/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"216H - AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS";"20203 - Agência Nacional do Cinema";"0,00";"12.694,86";"12.694,86";
"03/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2004 - ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"20203 - Agência Nacional do Cinema";"0,00";"44.633,35";"44.785,63";
"03/2022";"0910 - OPERACOES ESPECIAIS: GESTAO DA PARTICIPACAO EM ORGANISMOS E ENTIDADES NACIONAIS E INTERNACIONAIS";"00S0 - CONTRIBUICAO AO PROGRAMA IBERMEDIA";"20203 - Agência Nacional do Cinema";"0,00";"0,00";"0,00";
"03/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"09HB - CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS";"20203 - Agência Nacional do Cinema";"0,00";"1.126.141,12";"1.126.141,12";
"03/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"212B - BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"20203 - Agência Nacional do Cinema";"0,00";"181.243,02";"184.143,78";
"03/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"0181 - APOSENTADORIAS E PENSOES CIVIS DA UNIAO";"20203 - Agência Nacional do Cinema";"0,00";"133.857,82";"135.260,21";
"04/2022";"5025 - CULTURA";"20ZK - ADMINISTRACAO DOS INVESTIMENTOS, FINANCIAMENTOS E ATIVIDADES DO FUNDO SETORIAL DO AUDIOVISUAL (LEI N. 11.437, DE 2006)";"20203 - Agência Nacional do Cinema";"12.006.000,00";"0,00";"0,00";
"04/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"212B - BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"20203 - Agência Nacional do Cinema";"0,00";"188.031,53";"188.346,52";
"04/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"0181 - APOSENTADORIAS E PENSOES CIVIS DA UNIAO";"20203 - Agência Nacional do Cinema";"0,00";"124.084,46";"133.857,82";
"04/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"216H - AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS";"20203 - Agência Nacional do Cinema";"0,00";"12.694,86";"12.694,86";
"04/2022";"5025 - CULTURA";"006C - FINANCIAMENTO AO SETOR AUDIOVISUAL - FUNDO SETORIAL DO AUDIOVISUAL (LEI N. 11.437, DE 2006)";"20203 - Agência Nacional do Cinema";"100.000.000,00";"0,00";"0,00";
"04/2022";"5025 - CULTURA";"006A - INVESTIMENTOS RETORNAVEIS NO SETOR AUDIOVISUAL MEDIANTE PARTICIPACAO EM EMPRESAS E PROJETOS - FUNDO SETORIAL DO AUDIOVISUAL";"20203 - Agência Nacional do Cinema";"300.000.000,00";"0,00";"0,00";
"04/2022";"5025 - CULTURA";"8106 - APOIO A PROJETOS AUDIOVISUAIS ESPECIFICOS - FUNDO SETORIAL DO AUDIOVISUAL";"20203 - Agência Nacional do Cinema";"200.000,00";"0,00";"0,00";
"04/2022";"2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO";"006A - INVESTIMENTOS RETORNAVEIS NO SETOR AUDIOVISUAL MEDIANTE PARTICIPACAO EM EMPRESAS E PROJETOS - FUNDO SETORIAL DO AUDIOVISUAL";"20203 - Agência Nacional do Cinema";"0,00";"0,00";"0,00";
"04/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000 - ADMINISTRACAO DA UNIDADE";"20203 - Agência Nacional do Cinema";"11.018.297,59";"1.467.726,81";"1.446.081,67";
"04/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2004 - ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"20203 - Agência Nacional do Cinema";"0,00";"44.390,73";"44.633,35";
"04/2022";"5025 - CULTURA";"20ZJ - FISCALIZACAO E REGULAMENTACAO DO SETOR AUDIOVISUAL";"20203 - Agência Nacional do Cinema";"0,00";"801,70";"9.842,41";
"04/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"20TP - ATIVOS CIVIS DA UNIAO";"20203 - Agência Nacional do Cinema";"- 355.822,00";"6.216.150,34";"6.346.768,79";
"04/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"09HB - CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS";"20203 - Agência Nacional do Cinema";"0,00";"1.110.579,98";"1.110.579,98";
"05/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000 - ADMINISTRACAO DA UNIDADE";"20203 - Agência Nacional do Cinema";"436.422,07";"1.825.786,33";"1.818.267,01";
"05/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"0181 - APOSENTADORIAS E PENSOES CIVIS DA UNIAO";"20203 - Agência Nacional do Cinema";"0,00";"147.298,11";"124.084,46";
"05/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2004 - ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"20203 - Agência Nacional do Cinema";"0,00";"43.599,93";"44.390,73";
"05/2022";"2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO";"006A - INVESTIMENTOS RETORNAVEIS NO SETOR AUDIOVISUAL MEDIANTE PARTICIPACAO EM EMPRESAS E PROJETOS - FUNDO SETORIAL DO AUDIOVISUAL";"20203 - Agência Nacional do Cinema";"0,00";"0,00";"0,00";
"05/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"212B - BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"20203 - Agência Nacional do Cinema";"0,00";"180.755,86";"180.928,03";
"05/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"09HB - CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS";"20203 - Agência Nacional do Cinema";"0,00";"1.105.889,56";"1.105.889,56";
"05/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"4572 - CAPACITACAO DE SERVIDORES PUBLICOS FEDERAIS EM PROCESSO DE QUALIFICACAO E REQUALIFICACAO";"20203 - Agência Nacional do Cinema";"1.099,60";"0,00";"0,00";
"05/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"216H - AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS";"20203 - Agência Nacional do Cinema";"114.253,74";"12.694,86";"12.694,86";
"05/2022";"5025 - CULTURA";"20ZJ - FISCALIZACAO E REGULAMENTACAO DO SETOR AUDIOVISUAL";"20203 - Agência Nacional do Cinema";"55.679,80";"25.074,04";"25.074,04";
"05/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"20TP - ATIVOS CIVIS DA UNIAO";"20203 - Agência Nacional do Cinema";"355.822,00";"6.022.626,45";"6.126.828,13";
"06/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"216H - AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS";"20203 - Agência Nacional do Cinema";"0,00";"12.694,86";"12.694,86";
"06/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000 - ADMINISTRACAO DA UNIDADE";"20203 - Agência Nacional do Cinema";"1.351.852,00";"1.355.202,57";"1.422.094,62";
"06/2022";"5025 - CULTURA";"006A - INVESTIMENTOS RETORNAVEIS NO SETOR AUDIOVISUAL MEDIANTE PARTICIPACAO EM EMPRESAS E PROJETOS - FUNDO SETORIAL DO AUDIOVISUAL";"20203 - Agência Nacional do Cinema";"0,00";"0,00";"0,00";
"06/2022";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"4572 - CAPACITACAO DE SERVIDORES PUBLICOS FEDERAIS EM PROCESSO DE QUALIFICACAO E REQUALIFICACAO";"20203 - Agência Nacional do Cinema";"0,00";"16.758,00";"16.758,00";
