0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
3,Rio de Janeiro,255,16.010.429,62.786,,,,,,,,,,,,,,,,,,
4,Rio Grande do Sul,139,10.914.128,78.519,,,,,,,,,,,,,,,,,,
5,Paraná,136,10.686.247,78.575,,,,,,,,,,,,,,,,,,
6,Goiás,74,5.926.300,80.085,,,,,,,,,,,,,,,,,,
7,Espirito Santo,43,3.487.199,81.098,,,,,,,,,,,,,,,,,,
8,Roraima,5,421.499,84.300,,,,,,,,,,,,,,,,,,
9,Santa Catarina,72,6.118.743,84.983,,,,,,,,,,,,,,,,,,
10,Amapá,6,626.609,104.435,,,,,,,,,,,,,,,,,,
11,Minas Gerais,184,20.033.665,108.879,,,,,,,,,,,,,,,,,,
12,Amazonas,31,3.393.369,109.464,,,,,,,,,,,,,,,,,,
13,Mato Grosso,26,3.001.692,115.450,,,,,,,,,,,,,,,,,,
14,Rondonia,13,1.503.928,115.687,,,,,,,,,,,,,,,,,,
15,Mato Grosso do Sul,17,2.360.498,138.853,,,,,,,,,,,,,,,,,,
16,Sergipe,14,2.019.679,144.263,,,,,,,,,,,,,,,,,,
17,Pernambuco,53,8.810.256,166.231,,,,,,,,,,,,,,,,,,
18,Bahia,78,14.637.364,187.659,,,,,,,,,,,,,,,,,,
19,Paraiba,20,3.769.977,188.499,,,,,,,,,,,,,,,,,,
20,Ceará,41,8.547.809,208.483,,,,,,,,,,,,,,,,,,
21,Rio Grande do Norte,14,3.137.541,224.110,,,,,,,,,,,,,,,,,,
22,Acre,3,691.132,230.377,,,,,,,,,,,,,,,,,,
23,Piaui,10,3.145.325,314.533,,,,,,,,,,,,,,,,,,
24,Pará,19,7.431.020,391.106,,,,,,,,,,,,,,,,,,
25,Tocantins,3,1.292.051,430.684,,,,,,,,,,,,,,,,,,
26,Maranhão,11,6.367.138,578.831,,,,,,,,,,,,,,,,,,
27,Alagoas,5,3.156.108,631.222,,,,,,,,,,,,,,,,,,
,Total,2.096,191.480.630,91.355,,,,,,,,,,,,,,,,,,
Fonte: Banco de dados Filme B /Pop: IBGE-estimativa 2009 - Pesquisa: Filme B,Fonte: Banco de dados Filme B /Pop: IBGE-estimativa 2009 - Pesquisa: Filme B,Fonte: Banco de dados Filme B /Pop: IBGE-estimativa 2009 - Pesquisa: Filme B,Fonte: Banco de dados Filme B /Pop: IBGE-estimativa 2009 - Pesquisa: Filme B,Fonte: Banco de dados Filme B /Pop: IBGE-estimativa 2009 - Pesquisa: Filme B,,,,,,,,,,,,,,,,,,
,,Topo da página,© Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,
