0,1
Total de salas multiplex por estado,Total de salas multiplex por estado
São Paulo,274
Rio de Janeiro,51
Distrito Federal,39
Rio Grande do Sul,29
Pernambuco,24
Bahia,22
Ceará,18
Paraná,18
Amazonas,14
Maranhão,10
Mato Grosso do Sul,10
Sergipe,9
Goiás,8
Espírito Santo,7
Rio Grande do Norte,7
Minas Gerais,6
Santa Catarina,6
Total,552
