0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
-->  Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000  Menu  Imprimir  Anterior  Próximo  Database Brasil 2006  19. Média de habitantes por salas dos estados  estadon° salaspopulação estadohabitantes x sala1Distrito Federal882.961.02133.6482São Paulo72840.442.79555.5533Rio de Janeiro24315.383.40763.3064Rio Grande do Sul13910.845.08778.0225Paraná12310.261.85683.4306Espírito Santo373.408.36592.1187Santa Catarina625.866.56894.6228Minas Gerais20119.237.45095.7099Mato Grosso292.803.27496.66510Goiás585.619.91796.89511Amapá6594.58799.09812Mato Grosso do Sul202.264.468113.22313Roraima3391.317130.43914Sergipe141.967.791140.55715Amazonas223.232.330146.92416Paraíba243.595.886149.82917Pernambuco508.413.593168.27218Rondônia81.534.594191.82419Rio Grande do Norte153.003.087200.20620Acre3669.736223.24521Ceará368.097.276224.92422Bahia5913.815.334234.15823Tocantins51.305.728261.14624Piauí93.006.885334.09825Pará196.970.586366.87326Maranhão166.103.327381.45827Alagoas63.015.912502.652Fonte: IBGE - estimativa 2005 - Pesquisa: Filme B  Topo da página  © Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000,,Menu,,Imprimir,,Anterior,,Próximo,,,,,,,,,,,,,
,Database Brasil 2006,,,,,,,,,,,,,,,,,,,,,
,19. Média de habitantes por salas dos estados,,,,,,,,,,,,,,,,,,,,,
estadon° salaspopulação estadohabitantes x sala1Distrito Federal882.961.02133.6482São Paulo72840.442.79555.5533Rio de Janeiro24315.383.40763.3064Rio Grande do Sul13910.845.08778.0225Paraná12310.261.85683.4306Espírito Santo373.408.36592.1187Santa Catarina625.866.56894.6228Minas Gerais20119.237.45095.7099Mato Grosso292.803.27496.66510Goiás585.619.91796.89511Amapá6594.58799.09812Mato Grosso do Sul202.264.468113.22313Roraima3391.317130.43914Sergipe141.967.791140.55715Amazonas223.232.330146.92416Paraíba243.595.886149.82917Pernambuco508.413.593168.27218Rondônia81.534.594191.82419Rio Grande do Norte153.003.087200.20620Acre3669.736223.24521Ceará368.097.276224.92422Bahia5913.815.334234.15823Tocantins51.305.728261.14624Piauí93.006.885334.09825Pará196.970.586366.87326Maranhão166.103.327381.45827Alagoas63.015.912502.652Fonte: IBGE - estimativa 2005 - Pesquisa: Filme B,,,,,,,,,,,,,,,,,,,,,,
,estado,n° salas,população estado,habitantes x sala,,,,,,,,,,,,,,,,,,
1,Distrito Federal,88,2.961.021,33.648,,,,,,,,,,,,,,,,,,
2,São Paulo,728,40.442.795,55.553,,,,,,,,,,,,,,,,,,
3,Rio de Janeiro,243,15.383.407,63.306,,,,,,,,,,,,,,,,,,
4,Rio Grande do Sul,139,10.845.087,78.022,,,,,,,,,,,,,,,,,,
5,Paraná,123,10.261.856,83.430,,,,,,,,,,,,,,,,,,
6,Espírito Santo,37,3.408.365,92.118,,,,,,,,,,,,,,,,,,
7,Santa Catarina,62,5.866.568,94.622,,,,,,,,,,,,,,,,,,
8,Minas Gerais,201,19.237.450,95.709,,,,,,,,,,,,,,,,,,
9,Mato Grosso,29,2.803.274,96.665,,,,,,,,,,,,,,,,,,
10,Goiás,58,5.619.917,96.895,,,,,,,,,,,,,,,,,,
11,Amapá,6,594.587,99.098,,,,,,,,,,,,,,,,,,
12,Mato Grosso do Sul,20,2.264.468,113.223,,,,,,,,,,,,,,,,,,
13,Roraima,3,391.317,130.439,,,,,,,,,,,,,,,,,,
14,Sergipe,14,1.967.791,140.557,,,,,,,,,,,,,,,,,,
15,Amazonas,22,3.232.330,146.924,,,,,,,,,,,,,,,,,,
16,Paraíba,24,3.595.886,149.829,,,,,,,,,,,,,,,,,,
17,Pernambuco,50,8.413.593,168.272,,,,,,,,,,,,,,,,,,
18,Rondônia,8,1.534.594,191.824,,,,,,,,,,,,,,,,,,
19,Rio Grande do Norte,15,3.003.087,200.206,,,,,,,,,,,,,,,,,,
20,Acre,3,669.736,223.245,,,,,,,,,,,,,,,,,,
21,Ceará,36,8.097.276,224.924,,,,,,,,,,,,,,,,,,
22,Bahia,59,13.815.334,234.158,,,,,,,,,,,,,,,,,,
23,Tocantins,5,1.305.728,261.146,,,,,,,,,,,,,,,,,,
24,Piauí,9,3.006.885,334.098,,,,,,,,,,,,,,,,,,
25,Pará,19,6.970.586,366.873,,,,,,,,,,,,,,,,,,
26,Maranhão,16,6.103.327,381.458,,,,,,,,,,,,,,,,,,
27,Alagoas,6,3.015.912,502.652,,,,,,,,,,,,,,,,,,
Fonte: IBGE - estimativa 2005 - Pesquisa: Filme B,Fonte: IBGE - estimativa 2005 - Pesquisa: Filme B,Fonte: IBGE - estimativa 2005 - Pesquisa: Filme B,Fonte: IBGE - estimativa 2005 - Pesquisa: Filme B,Fonte: IBGE - estimativa 2005 - Pesquisa: Filme B,,,,,,,,,,,,,,,,,,
,,Topo da página,© Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,
