0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
-->  Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000  Menu  Imprimir  Anterior  Próximo  Database Brasil 2007  16. Média de habitantes por sala dos estados  estadosalaspop. Estadohabitante por sala1Distrito Federal922.455.90326.6952São Paulo74239.827.69053.6763Rio de Janeiro26315.420.45058.6334Goiás755.647.03575.2945Paraná13710.284.50375.0696Espírito Santo433.351.66977.9467Santa Catarina795.866.48774.2598Rio Grande do Sul13410.582.88778.9779Amapá7587.31183.90210Minas Gerais19919.273.53396.85211Roraima4395.72598.93112Mato Grosso272.854.642105.72713Amazonas303.221.940107.39814Mato Grosso do Sul172.265.813133.28315Sergipe141.939.426138.53016Paraíba243.641.397151.72517Rondônia91.453.756161.52818Pernambuco518.486.638166.40519Rio Grande do Norte153.013.740200.91620Bahia6714.080.670210.15921Acre3655.385218.46222Ceará368.185.250227.36823Tocantins51.243.627248.72524Maranhão165.118.995319.93725Pará177.065.573415.62226Piauí73.032.435433.20527Alagoas73.037.231433.890Total2.120182.989.71186.316Fonte: Salas-Filme B Box Office/Pop: IBGE-estimativa 2007 - Pesquisa: Filme B  Topo da página  © Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000,,Menu,,Imprimir,,Anterior,,Próximo,,,,,,,,,,,,,
,Database Brasil 2007,,,,,,,,,,,,,,,,,,,,,
,16. Média de habitantes por sala dos estados,,,,,,,,,,,,,,,,,,,,,
estadosalaspop. Estadohabitante por sala1Distrito Federal922.455.90326.6952São Paulo74239.827.69053.6763Rio de Janeiro26315.420.45058.6334Goiás755.647.03575.2945Paraná13710.284.50375.0696Espírito Santo433.351.66977.9467Santa Catarina795.866.48774.2598Rio Grande do Sul13410.582.88778.9779Amapá7587.31183.90210Minas Gerais19919.273.53396.85211Roraima4395.72598.93112Mato Grosso272.854.642105.72713Amazonas303.221.940107.39814Mato Grosso do Sul172.265.813133.28315Sergipe141.939.426138.53016Paraíba243.641.397151.72517Rondônia91.453.756161.52818Pernambuco518.486.638166.40519Rio Grande do Norte153.013.740200.91620Bahia6714.080.670210.15921Acre3655.385218.46222Ceará368.185.250227.36823Tocantins51.243.627248.72524Maranhão165.118.995319.93725Pará177.065.573415.62226Piauí73.032.435433.20527Alagoas73.037.231433.890Total2.120182.989.71186.316Fonte: Salas-Filme B Box Office/Pop: IBGE-estimativa 2007 - Pesquisa: Filme B,,,,,,,,,,,,,,,,,,,,,,
,estado,salas,pop. Estado,habitante por sala,,,,,,,,,,,,,,,,,,
1,Distrito Federal,92,2.455.903,26.695,,,,,,,,,,,,,,,,,,
2,São Paulo,742,39.827.690,53.676,,,,,,,,,,,,,,,,,,
3,Rio de Janeiro,263,15.420.450,58.633,,,,,,,,,,,,,,,,,,
4,Goiás,75,5.647.035,75.294,,,,,,,,,,,,,,,,,,
5,Paraná,137,10.284.503,75.069,,,,,,,,,,,,,,,,,,
6,Espírito Santo,43,3.351.669,77.946,,,,,,,,,,,,,,,,,,
7,Santa Catarina,79,5.866.487,74.259,,,,,,,,,,,,,,,,,,
8,Rio Grande do Sul,134,10.582.887,78.977,,,,,,,,,,,,,,,,,,
9,Amapá,7,587.311,83.902,,,,,,,,,,,,,,,,,,
10,Minas Gerais,199,19.273.533,96.852,,,,,,,,,,,,,,,,,,
11,Roraima,4,395.725,98.931,,,,,,,,,,,,,,,,,,
12,Mato Grosso,27,2.854.642,105.727,,,,,,,,,,,,,,,,,,
13,Amazonas,30,3.221.940,107.398,,,,,,,,,,,,,,,,,,
14,Mato Grosso do Sul,17,2.265.813,133.283,,,,,,,,,,,,,,,,,,
15,Sergipe,14,1.939.426,138.530,,,,,,,,,,,,,,,,,,
16,Paraíba,24,3.641.397,151.725,,,,,,,,,,,,,,,,,,
17,Rondônia,9,1.453.756,161.528,,,,,,,,,,,,,,,,,,
18,Pernambuco,51,8.486.638,166.405,,,,,,,,,,,,,,,,,,
19,Rio Grande do Norte,15,3.013.740,200.916,,,,,,,,,,,,,,,,,,
20,Bahia,67,14.080.670,210.159,,,,,,,,,,,,,,,,,,
21,Acre,3,655.385,218.462,,,,,,,,,,,,,,,,,,
22,Ceará,36,8.185.250,227.368,,,,,,,,,,,,,,,,,,
23,Tocantins,5,1.243.627,248.725,,,,,,,,,,,,,,,,,,
24,Maranhão,16,5.118.995,319.937,,,,,,,,,,,,,,,,,,
25,Pará,17,7.065.573,415.622,,,,,,,,,,,,,,,,,,
26,Piauí,7,3.032.435,433.205,,,,,,,,,,,,,,,,,,
27,Alagoas,7,3.037.231,433.890,,,,,,,,,,,,,,,,,,
Total,,2.120,182.989.711,86.316,,,,,,,,,,,,,,,,,,
Fonte: Salas-Filme B Box Office/Pop: IBGE-estimativa 2007 - Pesquisa: Filme B,Fonte: Salas-Filme B Box Office/Pop: IBGE-estimativa 2007 - Pesquisa: Filme B,Fonte: Salas-Filme B Box Office/Pop: IBGE-estimativa 2007 - Pesquisa: Filme B,Fonte: Salas-Filme B Box Office/Pop: IBGE-estimativa 2007 - Pesquisa: Filme B,Fonte: Salas-Filme B Box Office/Pop: IBGE-estimativa 2007 - Pesquisa: Filme B,,,,,,,,,,,,,,,,,,
,,Topo da página,© Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,
