0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
-->  Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000  Menu  Imprimir  Anterior  Próximo  Database Brasil 2016  15. Média de habitantes por sala dos estados  estadosalaspop. Estadohabitantes por sala1DISTRITO FEDERAL872.977.21634.2212RORAIMA15514.22934.2823SÃO PAULO1.00544.749.69944.5274RIO DE JANEIRO37016.635.99644.9625AMAPÁ15782.29552.1536SANTA CATARINA1296.910.55353.5707ESPIRITO SANTO723.973.69755.1908GOIÁS1126.695.85559.7849PARANÁ17711.242.72063.51810AMAZONAS634.001.66763.51911RIO GRANDE DO SUL15711.286.50071.88912MATO GROSSO453.305.53173.45613MINAS GERAIS25920.997.56081.07214TOCANTINS171.532.90290.17115CEARÁ988.963.66391.46616PERNAMBUCO969.410.33698.02417MATO GROSSO DO SUL272.682.38699.34818PARAIBA363.999.415111.09519RIO GRANDE DO NORTE313.474.998112.09720SERGIPE202.265.779113.28921ALAGOAS293.358.963115.82622RONDONIA151.787.279119.15223PARÁ658.263.872127.13624MARANHÃO516.834.594134.01225PIAUI233.212.180139.66026BAHIA9915.196.920153.50427ACRE5816.687163.337Total3.118205.873.49266.027Fonte: Filme B Box Office Brasil /Pop: IBGE-estimativa 2016 - Pesquisa: Filme B  Topo da página  © Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000,,Menu,,Imprimir,,Anterior,,Próximo,,,,,,,,,,,,,
,Database Brasil 2016,,,,,,,,,,,,,,,,,,,,,
,15. Média de habitantes por sala dos estados,,,,,,,,,,,,,,,,,,,,,
estadosalaspop. Estadohabitantes por sala1DISTRITO FEDERAL872.977.21634.2212RORAIMA15514.22934.2823SÃO PAULO1.00544.749.69944.5274RIO DE JANEIRO37016.635.99644.9625AMAPÁ15782.29552.1536SANTA CATARINA1296.910.55353.5707ESPIRITO SANTO723.973.69755.1908GOIÁS1126.695.85559.7849PARANÁ17711.242.72063.51810AMAZONAS634.001.66763.51911RIO GRANDE DO SUL15711.286.50071.88912MATO GROSSO453.305.53173.45613MINAS GERAIS25920.997.56081.07214TOCANTINS171.532.90290.17115CEARÁ988.963.66391.46616PERNAMBUCO969.410.33698.02417MATO GROSSO DO SUL272.682.38699.34818PARAIBA363.999.415111.09519RIO GRANDE DO NORTE313.474.998112.09720SERGIPE202.265.779113.28921ALAGOAS293.358.963115.82622RONDONIA151.787.279119.15223PARÁ658.263.872127.13624MARANHÃO516.834.594134.01225PIAUI233.212.180139.66026BAHIA9915.196.920153.50427ACRE5816.687163.337Total3.118205.873.49266.027Fonte: Filme B Box Office Brasil /Pop: IBGE-estimativa 2016 - Pesquisa: Filme B,,,,,,,,,,,,,,,,,,,,,,
,estado,salas,pop. Estado,habitantes por sala,,,,,,,,,,,,,,,,,,
1,DISTRITO FEDERAL,87,2.977.216,34.221,,,,,,,,,,,,,,,,,,
2,RORAIMA,15,514.229,34.282,,,,,,,,,,,,,,,,,,
3,SÃO PAULO,1.005,44.749.699,44.527,,,,,,,,,,,,,,,,,,
4,RIO DE JANEIRO,370,16.635.996,44.962,,,,,,,,,,,,,,,,,,
5,AMAPÁ,15,782.295,52.153,,,,,,,,,,,,,,,,,,
6,SANTA CATARINA,129,6.910.553,53.570,,,,,,,,,,,,,,,,,,
7,ESPIRITO SANTO,72,3.973.697,55.190,,,,,,,,,,,,,,,,,,
8,GOIÁS,112,6.695.855,59.784,,,,,,,,,,,,,,,,,,
9,PARANÁ,177,11.242.720,63.518,,,,,,,,,,,,,,,,,,
10,AMAZONAS,63,4.001.667,63.519,,,,,,,,,,,,,,,,,,
11,RIO GRANDE DO SUL,157,11.286.500,71.889,,,,,,,,,,,,,,,,,,
12,MATO GROSSO,45,3.305.531,73.456,,,,,,,,,,,,,,,,,,
13,MINAS GERAIS,259,20.997.560,81.072,,,,,,,,,,,,,,,,,,
14,TOCANTINS,17,1.532.902,90.171,,,,,,,,,,,,,,,,,,
15,CEARÁ,98,8.963.663,91.466,,,,,,,,,,,,,,,,,,
16,PERNAMBUCO,96,9.410.336,98.024,,,,,,,,,,,,,,,,,,
17,MATO GROSSO DO SUL,27,2.682.386,99.348,,,,,,,,,,,,,,,,,,
18,PARAIBA,36,3.999.415,111.095,,,,,,,,,,,,,,,,,,
19,RIO GRANDE DO NORTE,31,3.474.998,112.097,,,,,,,,,,,,,,,,,,
20,SERGIPE,20,2.265.779,113.289,,,,,,,,,,,,,,,,,,
21,ALAGOAS,29,3.358.963,115.826,,,,,,,,,,,,,,,,,,
22,RONDONIA,15,1.787.279,119.152,,,,,,,,,,,,,,,,,,
23,PARÁ,65,8.263.872,127.136,,,,,,,,,,,,,,,,,,
24,MARANHÃO,51,6.834.594,134.012,,,,,,,,,,,,,,,,,,
25,PIAUI,23,3.212.180,139.660,,,,,,,,,,,,,,,,,,
26,BAHIA,99,15.196.920,153.504,,,,,,,,,,,,,,,,,,
27,ACRE,5,816.687,163.337,,,,,,,,,,,,,,,,,,
Total,,3.118,205.873.492,66.027,,,,,,,,,,,,,,,,,,
