0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
-->  Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000  Menu  Imprimir  Anterior  Próximo  Database Brasil 2015  16. Média de habitantes por sala dos estados  estadosalaspop. Estadohabitantes por sala1RORAIMA15505.66533.7112DISTRITO FEDERAL862.914.83033.8933AMAPÁ17766.67945.0994SÃO PAULO97444.396.48445.5825RIO DE JANEIRO35116.550.02447.1516ESPIRITO SANTO693.929.91156.9557SANTA CATARINA1196.819.19057.3048AMAZONAS633.938.33662.5139GOIÁS986.610.68167.45610PARANÁ16311.163.01868.48511RIO GRANDE DO SUL15011.247.97274.98612MATO GROSSO423.265.48677.75013MINAS GERAIS25120.869.10183.14414MATO GROSSO DO SUL282.651.23594.68715CEARÁ848.904.459106.00516PERNAMBUCO889.345.173106.19517RIO GRANDE DO NORTE313.442.175111.03818ALAGOAS293.340.932115.20519TOCANTINS131.515.126116.54820PARAIBA343.972.202116.82921RONDONIA151.768.204117.88022SERGIPE182.242.937124.60823PARÁ648.165.436127.58524PIAUI243.204.028133.50125MARANHÃO446.904.241156.91526ACRE5803.513160.70327BAHIA8515.203.934178.870TOTAL2.960204.440.97269.068Fonte: Filme B Box Office /Pop: IBGE-estimativa 2015 - Pesquisa: Filme B  Topo da página  © Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000,,Menu,,Imprimir,,Anterior,,Próximo,,,,,,,,,,,,,
,Database Brasil 2015,,,,,,,,,,,,,,,,,,,,,
,16. Média de habitantes por sala dos estados,,,,,,,,,,,,,,,,,,,,,
estadosalaspop. Estadohabitantes por sala1RORAIMA15505.66533.7112DISTRITO FEDERAL862.914.83033.8933AMAPÁ17766.67945.0994SÃO PAULO97444.396.48445.5825RIO DE JANEIRO35116.550.02447.1516ESPIRITO SANTO693.929.91156.9557SANTA CATARINA1196.819.19057.3048AMAZONAS633.938.33662.5139GOIÁS986.610.68167.45610PARANÁ16311.163.01868.48511RIO GRANDE DO SUL15011.247.97274.98612MATO GROSSO423.265.48677.75013MINAS GERAIS25120.869.10183.14414MATO GROSSO DO SUL282.651.23594.68715CEARÁ848.904.459106.00516PERNAMBUCO889.345.173106.19517RIO GRANDE DO NORTE313.442.175111.03818ALAGOAS293.340.932115.20519TOCANTINS131.515.126116.54820PARAIBA343.972.202116.82921RONDONIA151.768.204117.88022SERGIPE182.242.937124.60823PARÁ648.165.436127.58524PIAUI243.204.028133.50125MARANHÃO446.904.241156.91526ACRE5803.513160.70327BAHIA8515.203.934178.870TOTAL2.960204.440.97269.068Fonte: Filme B Box Office /Pop: IBGE-estimativa 2015 - Pesquisa: Filme B,,,,,,,,,,,,,,,,,,,,,,
,estado,salas,pop. Estado,habitantes por sala,,,,,,,,,,,,,,,,,,
1,RORAIMA,15,505.665,33.711,,,,,,,,,,,,,,,,,,
2,DISTRITO FEDERAL,86,2.914.830,33.893,,,,,,,,,,,,,,,,,,
