0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
-->  Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000  Menu  Imprimir  Anterior  Próximo  Comentário  Database Brasil 2002  18. Média de habitantes por salas dos estados  estadon° salaspop. estadohabit x sala1Distrito Federal762.051.14626.9892São Paulo59537.032.40362.2393Rio de Janeiro21514.391.28266.9364Rio Grande do Sul14810.187.79868.8365Amapá5477.03295.4066Goiás465.003.228108.7667Minas Gerais15717.891.494113.9598Paraná829.563.458116.6289Santa Catarina455.356.360119.03010Mato Grosso212.504.353119.25511Mato Grosso do Sul172.078.001122.23512Amazonas202.812.557140.62813Espírito Santo213.097.232147.48714Roraima2324.397162.19915Sergipe101.784.475178.44816Paraíba153.443.825229.58817Pernambuco337.918.344239.95018Bahia5413.070.250242.04219Acre2557.526278.76320Piauí102.843.278284.32821Ceará227.430.661337.75722Rondônia41.379.787344.94723Rio Grande do Norte62.776.782462.79724Alagoas62.822.621470.43725Pará136.192.307476.33126Tocantins21.157.098578.54927Maranhão85.651.475706.434Total1635169.799.170103.853Fonte: IBGE/Censo 2000 - Pesquisa: www.filmeb.com.br  Topo da página  © Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000,,Menu,,Imprimir,,Anterior,,Próximo,,Comentário,,,,,,,,,,,
,Database Brasil 2002,,,,,,,,,,,,,,,,,,,,,
,18. Média de habitantes por salas dos estados,,,,,,,,,,,,,,,,,,,,,
estadon° salaspop. estadohabit x sala1Distrito Federal762.051.14626.9892São Paulo59537.032.40362.2393Rio de Janeiro21514.391.28266.9364Rio Grande do Sul14810.187.79868.8365Amapá5477.03295.4066Goiás465.003.228108.7667Minas Gerais15717.891.494113.9598Paraná829.563.458116.6289Santa Catarina455.356.360119.03010Mato Grosso212.504.353119.25511Mato Grosso do Sul172.078.001122.23512Amazonas202.812.557140.62813Espírito Santo213.097.232147.48714Roraima2324.397162.19915Sergipe101.784.475178.44816Paraíba153.443.825229.58817Pernambuco337.918.344239.95018Bahia5413.070.250242.04219Acre2557.526278.76320Piauí102.843.278284.32821Ceará227.430.661337.75722Rondônia41.379.787344.94723Rio Grande do Norte62.776.782462.79724Alagoas62.822.621470.43725Pará136.192.307476.33126Tocantins21.157.098578.54927Maranhão85.651.475706.434Total1635169.799.170103.853Fonte: IBGE/Censo 2000 - Pesquisa: www.filmeb.com.br,,,,,,,,,,,,,,,,,,,,,,
,estado,n° salas,pop. estado,habit x sala,,,,,,,,,,,,,,,,,,
1,Distrito Federal,76,2.051.146,26.989,,,,,,,,,,,,,,,,,,
2,São Paulo,595,37.032.403,62.239,,,,,,,,,,,,,,,,,,
3,Rio de Janeiro,215,14.391.282,66.936,,,,,,,,,,,,,,,,,,
4,Rio Grande do Sul,148,10.187.798,68.836,,,,,,,,,,,,,,,,,,
5,Amapá,5,477.032,95.406,,,,,,,,,,,,,,,,,,
6,Goiás,46,5.003.228,108.766,,,,,,,,,,,,,,,,,,
7,Minas Gerais,157,17.891.494,113.959,,,,,,,,,,,,,,,,,,
8,Paraná,82,9.563.458,116.628,,,,,,,,,,,,,,,,,,
9,Santa Catarina,45,5.356.360,119.030,,,,,,,,,,,,,,,,,,
10,Mato Grosso,21,2.504.353,119.255,,,,,,,,,,,,,,,,,,
11,Mato Grosso do Sul,17,2.078.001,122.235,,,,,,,,,,,,,,,,,,
12,Amazonas,20,2.812.557,140.628,,,,,,,,,,,,,,,,,,
13,Espírito Santo,21,3.097.232,147.487,,,,,,,,,,,,,,,,,,
14,Roraima,2,324.397,162.199,,,,,,,,,,,,,,,,,,
15,Sergipe,10,1.784.475,178.448,,,,,,,,,,,,,,,,,,
16,Paraíba,15,3.443.825,229.588,,,,,,,,,,,,,,,,,,
17,Pernambuco,33,7.918.344,239.950,,,,,,,,,,,,,,,,,,
18,Bahia,54,13.070.250,242.042,,,,,,,,,,,,,,,,,,
19,Acre,2,557.526,278.763,,,,,,,,,,,,,,,,,,
20,Piauí,10,2.843.278,284.328,,,,,,,,,,,,,,,,,,
21,Ceará,22,7.430.661,337.757,,,,,,,,,,,,,,,,,,
22,Rondônia,4,1.379.787,344.947,,,,,,,,,,,,,,,,,,
23,Rio Grande do Norte,6,2.776.782,462.797,,,,,,,,,,,,,,,,,,
24,Alagoas,6,2.822.621,470.437,,,,,,,,,,,,,,,,,,
25,Pará,13,6.192.307,476.331,,,,,,,,,,,,,,,,,,
26,Tocantins,2,1.157.098,578.549,,,,,,,,,,,,,,,,,,
27,Maranhão,8,5.651.475,706.434,,,,,,,,,,,,,,,,,,
,Total,1635,169.799.170,103.853,,,,,,,,,,,,,,,,,,
Fonte: IBGE/Censo 2000 - Pesquisa: www.filmeb.com.br,Fonte: IBGE/Censo 2000 - Pesquisa: www.filmeb.com.br,Fonte: IBGE/Censo 2000 - Pesquisa: www.filmeb.com.br,Fonte: IBGE/Censo 2000 - Pesquisa: www.filmeb.com.br,Fonte: IBGE/Censo 2000 - Pesquisa: www.filmeb.com.br,,,,,,,,,,,,,,,,,,
,,Topo da página,© Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,
