0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
19,Bahia,82,14.021.432,170.993,,,,,,,,,,,,,,,,,,
20,Paraiba,20,3.766.834,188.342,,,,,,,,,,,,,,,,,,
21,Ceará,44,8.448.055,192.001,,,,,,,,,,,,,,,,,,
22,Acre,3,732.793,244.264,,,,,,,,,,,,,,,,,,
23,Tocantins,5,1.383.453,276.691,,,,,,,,,,,,,,,,,,
24,Pará,27,7.588.078,281.040,,,,,,,,,,,,,,,,,,
25,Piaui,10,3.119.015,311.902,,,,,,,,,,,,,,,,,,
26,Alagoas,10,3.120.922,312.092,,,,,,,,,,,,,,,,,,
27,Maranhão,17,6.569.683,386.452,,,,,,,,,,,,,,,,,,
,Total,2.225,190.732.694,85.723,,,,,,,,,,,,,,,,,,
Fonte: Banco de dados Filme B /Pop: IBGE-estimativa 2010 - Pesquisa: Filme B,Fonte: Banco de dados Filme B /Pop: IBGE-estimativa 2010 - Pesquisa: Filme B,Fonte: Banco de dados Filme B /Pop: IBGE-estimativa 2010 - Pesquisa: Filme B,Fonte: Banco de dados Filme B /Pop: IBGE-estimativa 2010 - Pesquisa: Filme B,Fonte: Banco de dados Filme B /Pop: IBGE-estimativa 2010 - Pesquisa: Filme B,,,,,,,,,,,,,,,,,,
,,Topo da página,© Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,
