0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
-->  Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000  Menu  Imprimir  Anterior  Próximo  Database Brasil 2010  19. Média de habitantes por sala dos estados  estadosalaspop. Estadohabitantes por sala1Distrito Federal802.562.96332.0372São Paulo78541.252.16052.5513Rio de Janeiro27115.993.58359.0174Paraná14310.439.60173.0045Roraima6451.22775.2056Santa Catarina836.249.68275.2977Rio Grande do Sul14210.695.53275.3218Espirito Santo453.512.67278.0599Goiás746.004.04581.13610Amazonas413.480.93784.90111Minas Gerais18819.595.309104.23012Amapá6668.689111.44813Mato Grosso273.033.991112.37014Rondonia121.560.501130.04215Mato Grosso do Sul172.449.341144.07916Sergipe142.068.031147.71717Pernambuco548.796.032162.88918Rio Grande do Norte193.168.133166.74419Bahia8214.021.432170.99320Paraiba203.766.834188.34221Ceará448.448.055192.00122Acre3732.793244.26423Tocantins51.383.453276.69124Pará277.588.078281.04025Piaui103.119.015311.90226Alagoas103.120.922312.09227Maranhão176.569.683386.452Total2.225190.732.69485.723Fonte: Banco de dados Filme B /Pop: IBGE-estimativa 2010 - Pesquisa: Filme B  Topo da página  © Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000,,Menu,,Imprimir,,Anterior,,Próximo,,,,,,,,,,,,,
,Database Brasil 2010,,,,,,,,,,,,,,,,,,,,,
,19. Média de habitantes por sala dos estados,,,,,,,,,,,,,,,,,,,,,
estadosalaspop. Estadohabitantes por sala1Distrito Federal802.562.96332.0372São Paulo78541.252.16052.5513Rio de Janeiro27115.993.58359.0174Paraná14310.439.60173.0045Roraima6451.22775.2056Santa Catarina836.249.68275.2977Rio Grande do Sul14210.695.53275.3218Espirito Santo453.512.67278.0599Goiás746.004.04581.13610Amazonas413.480.93784.90111Minas Gerais18819.595.309104.23012Amapá6668.689111.44813Mato Grosso273.033.991112.37014Rondonia121.560.501130.04215Mato Grosso do Sul172.449.341144.07916Sergipe142.068.031147.71717Pernambuco548.796.032162.88918Rio Grande do Norte193.168.133166.74419Bahia8214.021.432170.99320Paraiba203.766.834188.34221Ceará448.448.055192.00122Acre3732.793244.26423Tocantins51.383.453276.69124Pará277.588.078281.04025Piaui103.119.015311.90226Alagoas103.120.922312.09227Maranhão176.569.683386.452Total2.225190.732.69485.723Fonte: Banco de dados Filme B /Pop: IBGE-estimativa 2010 - Pesquisa: Filme B,,,,,,,,,,,,,,,,,,,,,,
,estado,salas,pop. Estado,habitantes por sala,,,,,,,,,,,,,,,,,,
1,Distrito Federal,80,2.562.963,32.037,,,,,,,,,,,,,,,,,,
2,São Paulo,785,41.252.160,52.551,,,,,,,,,,,,,,,,,,
3,Rio de Janeiro,271,15.993.583,59.017,,,,,,,,,,,,,,,,,,
4,Paraná,143,10.439.601,73.004,,,,,,,,,,,,,,,,,,
5,Roraima,6,451.227,75.205,,,,,,,,,,,,,,,,,,
6,Santa Catarina,83,6.249.682,75.297,,,,,,,,,,,,,,,,,,
7,Rio Grande do Sul,142,10.695.532,75.321,,,,,,,,,,,,,,,,,,
8,Espirito Santo,45,3.512.672,78.059,,,,,,,,,,,,,,,,,,
9,Goiás,74,6.004.045,81.136,,,,,,,,,,,,,,,,,,
10,Amazonas,41,3.480.937,84.901,,,,,,,,,,,,,,,,,,
11,Minas Gerais,188,19.595.309,104.230,,,,,,,,,,,,,,,,,,
12,Amapá,6,668.689,111.448,,,,,,,,,,,,,,,,,,
13,Mato Grosso,27,3.033.991,112.370,,,,,,,,,,,,,,,,,,
14,Rondonia,12,1.560.501,130.042,,,,,,,,,,,,,,,,,,
15,Mato Grosso do Sul,17,2.449.341,144.079,,,,,,,,,,,,,,,,,,
16,Sergipe,14,2.068.031,147.717,,,,,,,,,,,,,,,,,,
17,Pernambuco,54,8.796.032,162.889,,,,,,,,,,,,,,,,,,
18,Rio Grande do Norte,19,3.168.133,166.744,,,,,,,,,,,,,,,,,,
