0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
-->  Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000  Menu  Imprimir  Anterior  Próximo  Comentário  Database Brasil 2003  18. Média de habitantes por salas dos estados  estadonº salaspop. estadohabitantes por sala1Distrito Federal722.051.14628.4882São Paulo64937.032.40357.0613Rio de Janeiro22214.391.28264.8264Rio Grande do Sul14910.187.79868.3745Espírito Santo413.097.23275.5426Paraná1209.563.45879.6957Amapá5477.03295.4068Goiás515.003.22898.1039Santa Catarina515.356.360105.02710Minas Gerais16917.891.494105.86711Sergipe141.784.475127.46312Mato Grosso do Sul152.078.001138.53313Mato Grosso182.504.353139.13114Paraíba223.443.825156.53815Roraima2324.397162.19916Amazonas172.812.557165.44517Pernambuco407.918.344197.95918Bahia6213.070.250210.81019Ceará317.430.661239.69920Rondônia51.379.787275.95721Rio Grande do Norte102.776.782277.67822Acre2557.526278.76323Piauí92.843.278315.92024Maranhão175.651.475332.44025Tocantins31.157.098385.69926Pará156.192.307412.82027Alagoas62.822.621470.437Total1817169.799.17093.450Fonte: IBGE/Censo 2000 - Pesquisa: www.filmeb.com.br  Topo da página  © Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000,,Menu,,Imprimir,,Anterior,,Próximo,,Comentário,,,,,,,,,,,
,Database Brasil 2003,,,,,,,,,,,,,,,,,,,,,
,18. Média de habitantes por salas dos estados,,,,,,,,,,,,,,,,,,,,,
estadonº salaspop. estadohabitantes por sala1Distrito Federal722.051.14628.4882São Paulo64937.032.40357.0613Rio de Janeiro22214.391.28264.8264Rio Grande do Sul14910.187.79868.3745Espírito Santo413.097.23275.5426Paraná1209.563.45879.6957Amapá5477.03295.4068Goiás515.003.22898.1039Santa Catarina515.356.360105.02710Minas Gerais16917.891.494105.86711Sergipe141.784.475127.46312Mato Grosso do Sul152.078.001138.53313Mato Grosso182.504.353139.13114Paraíba223.443.825156.53815Roraima2324.397162.19916Amazonas172.812.557165.44517Pernambuco407.918.344197.95918Bahia6213.070.250210.81019Ceará317.430.661239.69920Rondônia51.379.787275.95721Rio Grande do Norte102.776.782277.67822Acre2557.526278.76323Piauí92.843.278315.92024Maranhão175.651.475332.44025Tocantins31.157.098385.69926Pará156.192.307412.82027Alagoas62.822.621470.437Total1817169.799.17093.450Fonte: IBGE/Censo 2000 - Pesquisa: www.filmeb.com.br,,,,,,,,,,,,,,,,,,,,,,
,estado,nº salas,pop. estado,habitantes por sala,,,,,,,,,,,,,,,,,,
1,Distrito Federal,72,2.051.146,28.488,,,,,,,,,,,,,,,,,,
2,São Paulo,649,37.032.403,57.061,,,,,,,,,,,,,,,,,,
3,Rio de Janeiro,222,14.391.282,64.826,,,,,,,,,,,,,,,,,,
4,Rio Grande do Sul,149,10.187.798,68.374,,,,,,,,,,,,,,,,,,
5,Espírito Santo,41,3.097.232,75.542,,,,,,,,,,,,,,,,,,
6,Paraná,120,9.563.458,79.695,,,,,,,,,,,,,,,,,,
7,Amapá,5,477.032,95.406,,,,,,,,,,,,,,,,,,
8,Goiás,51,5.003.228,98.103,,,,,,,,,,,,,,,,,,
9,Santa Catarina,51,5.356.360,105.027,,,,,,,,,,,,,,,,,,
10,Minas Gerais,169,17.891.494,105.867,,,,,,,,,,,,,,,,,,
11,Sergipe,14,1.784.475,127.463,,,,,,,,,,,,,,,,,,
12,Mato Grosso do Sul,15,2.078.001,138.533,,,,,,,,,,,,,,,,,,
13,Mato Grosso,18,2.504.353,139.131,,,,,,,,,,,,,,,,,,
14,Paraíba,22,3.443.825,156.538,,,,,,,,,,,,,,,,,,
15,Roraima,2,324.397,162.199,,,,,,,,,,,,,,,,,,
16,Amazonas,17,2.812.557,165.445,,,,,,,,,,,,,,,,,,
17,Pernambuco,40,7.918.344,197.959,,,,,,,,,,,,,,,,,,
18,Bahia,62,13.070.250,210.810,,,,,,,,,,,,,,,,,,
19,Ceará,31,7.430.661,239.699,,,,,,,,,,,,,,,,,,
20,Rondônia,5,1.379.787,275.957,,,,,,,,,,,,,,,,,,
21,Rio Grande do Norte,10,2.776.782,277.678,,,,,,,,,,,,,,,,,,
22,Acre,2,557.526,278.763,,,,,,,,,,,,,,,,,,
23,Piauí,9,2.843.278,315.920,,,,,,,,,,,,,,,,,,
24,Maranhão,17,5.651.475,332.440,,,,,,,,,,,,,,,,,,
25,Tocantins,3,1.157.098,385.699,,,,,,,,,,,,,,,,,,
26,Pará,15,6.192.307,412.820,,,,,,,,,,,,,,,,,,
27,Alagoas,6,2.822.621,470.437,,,,,,,,,,,,,,,,,,
,Total,1817,169.799.170,93.450,,,,,,,,,,,,,,,,,,
Fonte: IBGE/Censo 2000 - Pesquisa: www.filmeb.com.br,Fonte: IBGE/Censo 2000 - Pesquisa: www.filmeb.com.br,Fonte: IBGE/Censo 2000 - Pesquisa: www.filmeb.com.br,Fonte: IBGE/Censo 2000 - Pesquisa: www.filmeb.com.br,Fonte: IBGE/Censo 2000 - Pesquisa: www.filmeb.com.br,,,,,,,,,,,,,,,,,,
,,Topo da página,© Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,
