0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
-->  Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000  Menu  Imprimir  Anterior  Próximo  Database Brasil 2006  14. Ranking dos municípios por nº salas  municípioUFn° salas1SAO PAULOSP2522RIO DE JANEIRORJ1483BELO HORIZONTEMG714BRASILIADF685CURITIBAPR606PORTO ALEGRERS517CAMPINASSP468SALVADORBA359RECIFEPE3010FORTALEZACE2911GOIANIAGO2812RIBEIRAO PRETOSP2713MANAUSAM2214GUARULHOSSP2115SANTOSSP1916CUIABAMT1817JOAO PESSOAPB1818SOROCABASP1819NITEROIRJ1620SAO LUISMA1521SANTO ANDRESP1522SAO JOSE DOS CAMPOSSP1523NATALRN1424ARACAJUSE1425SAO BERNARDO DO CAMPOSP1326UBERLANDIAMG1227CAMPO GRANDEMS1228BELEMPA1229JABOATAOPE1230TAGUATINGADF1131BAURUSP1132CONTAGEMMG1033ARARAQUARASP1034OSASCOSP1035PRAIA GRANDESP1036VITORIAES937JUIZ DE FORAMG938POCOS DE CALDASMG939UBERABAMG940LONDRINAPR941MARINGAPR942BARUERISP943MARILIASP944SAO JOSE DO RIO PRETOSP945VILA VELHAES846CAMPOSRJ847PETROPOLISRJ848SAO GONCALORJ849DIVINOPOLISMG750TERESINAPI751CANOASRS752CAXIAS DO SULRS753TUBARAOSC754GUARUJASP755JUNDIAISP756PRESIDENTE PRUDENTESP757MACEIOAL658APARECIDA DE GOIANIAGO659DOURADOSMS660CASCAVELPR661SAO JOAO DE MERITIRJ662VOLTA REDONDARJ663BLUMENAUSC664MACAPAAP565GUARAPARIES566ITUMBIARAGO567NOVA LIMAMG568DUQUE DE CAXIASRJ569NOVA IGUACURJ570NOVO HAMBURGORS571PELOTASRS572SAO LEOPOLDORS573FLORIANOPOLISSC574JOINVILLESC575INDAIATUBASP576JACAREISP577MAUASP578PIRACICABASP579RIO CLAROSP580SUZANOSP581TABOAO DA SERRASP582FEIRA DE SANTANABA483VITORIA DA CONQUISTABA484AGUAS CLARASDF485SERRAES486CAMPINA GRANDEPB487FOZ DO IGUACUPR488PONTA GROSSAPR489RESENDERJ490CAPAO DA CANOARS491PASSO FUNDORS492SANTA CRUZ DO SULRS493SANTA MARIARS494CRICIUMASC495SAO JOSESC496GUARATINGUETASP497LIMEIRASP498MOGI DAS CRUZESSP499SANTA BARBARA D'OESTESP4100SAO CARLOSSP4101TAUBATESP4102SOBRADINHODF3103LINHARESES3104ANAPOLISGO3105BETIMMG3106IPATINGAMG3107MONTES CLAROSMG3108VARGINHAMG3109RONDONOPOLISMT3110TUCURUIPA3111CARUARUPE3112GUARAPUAVAPR3113ANGRA DOS REISRJ3114NILOPOLISRJ3115NOVA FRIBURGORJ3116PORTO VELHORO3117BOA VISTARR3118BENTO GONCALVESRS3119BALNEARIO DE CAMBORIUSC3120BRUSQUESC3121ITAPEMASC3122JARAGUA DO SULSC3123LAGESSC3124ASSISSP3125COSMOPOLISSP3126FRANCASP3321CACOALRO1322VILHENARO1323ALEGRETERS1324ARROIO DO SALRS1325BAGERS1326CAMAQUARS1327CANELARS1328CARAZINHORS1329CARLOS BARBOSARS1330ERECHIMRS1331FARROUPILHARS1332GRAMADORS1333GRAVATAIRS1334IJUIRS1335MONTENEGRORS1336OSORIORS1337SANTA ROSARS1338SANTO ANGELORS1339SAPIRANGARS1340TAQUARARS1341TRES COROASRS1342TRES PASSOSRS1343URUGUAIANARS1344VIAMAORS1345ARARANGUASC1346CONCORDIASC1347CURITIBANOSSC1348JOACABASC1349MAFRASC1350PORTO BELOSC1351SAO FRANCISCO DO SULSC1352TIMBOSC1353ADAMANTINASP1354ALTINOPOLISSP1355APARECIDASP1356ARUJASP1357ATIBAIASP1358AVARESP1359BARIRISP1360BARRA BONITASP1361BEBEDOUROSP1362BERTIOGASP1363BIRIGUISP1364BOCAINASP1365BOTUCATUSP1366BRAGANCA PAULISTASP1367CACAPAVASP1368CAMPOS DO JORDAOSP1369CAPIVARISP1370CARAGUATATUBASP1371CASA BRANCASP1372CRUZEIROSP1373DESCALVADOSP1374DOIS CORREGOSSP1375DRACENASP1376ESPIRITO SANTO DO PINHALSP1377FRANCO DA ROCHASP1378GARCASP1379GUAIRASP1380GUARIBASP1381IBIUNASP1382IGARAPAVASP1127ITUSP3383IGUAPESP1128JAUSP3384ILHA SOLTEIRASP1129MOGI-MIRIMSP3385ITAPEVASP1130RIO BRANCOAC2386ITUVERAVASP1131CAMACARIBA2387JAGUARIUNASP1132ILHEUSBA2388JALESSP1133ITABUNABA2389LEMESP1134SANTO ANTONIO DE JESUSBA2390MATAOSP1135TEIXEIRA DE FREITASBA2391MIGUELOPOLISSP1136JUAZEIRO DO NORTECE2392MIRASSOLSP1137MARACANAUCE2393MOCOCASP1138SOBRALCE2394MOGI-GUACUSP1139GAMADF2395MONTE ALTOSP1140CACHOEIRO DE ITAPEMIRIMES2396OLIMPIASP1141CALDAS NOVASGO2397ORLANDIASP1142MORRINHOSGO2398OSVALDO CRUZSP1143VALPARAISOGO2399PEDERNEIRASSP1144BARBACENAMG2400PEDREIRASP1145GOVERNADOR VALADARESMG2401PENAPOLISSP1146ITABIRAMG2402PIRAJUSP1147LAGOA SANTAMG2403PIRAJUISP1148LAVRASMG2404PIRASSUNUNGASP1149PATOS DE MINASMG2405PORTO FELIZSP1150POUSO ALEGREMG2406PORTO FERREIRASP1151SETE LAGOASMG2407PRESIDENTE VENCESLAUSP1152TRES CORACOESMG2408REGISTROSP1153SINOPMT2409RIBEIRAO PIRESSP1154TANGARA DA SERRAMT2410SANTA CRUZ DAS PALMEIRASSP1155REDENCAOPA2411SANTA CRUZ DO RIO PARDOSP1156PATOSPB2412SANTA FE DO SULSP1157GARANHUNSPE2413SAO JOAO DA BOA VISTASP1158PETROLINAPE2414SAO JOSE DO RIO PARDOSP1159PARNAIBAPI2415SAO MANUELSP1160APUCARANAPR2416SAO PEDROSP1161CAMPO MOURAOPR2417SAO VICENTESP1162MEDIANEIRAPR2418SERRA NEGRASP1163PARANAGUAPR2419SOCORROSP1164ARARUAMARJ2420TAQUARITINGASP1165ARRAIAL DO CABORJ2421TIETESP1166BARRA MANSARJ2422TUPASP1167BELFORD ROXORJ2423VARGEM GRANDE DO SULSP1168CABO FRIORJ2424VOTUPORANGASP1169MACAERJ2425GURUPITO1170TERESOPOLISRJ2171JI-PARANARO2172CACHOEIRA DO SULRS2173CACHOEIRINHARS2174CRUZ ALTARS2175LAJEADORS2176NOVA PETROPOLISRS2177RIO GRANDERS2178SANTANA DO LIVRAMENTORS2179TORRESRS2180TRAMANDAIRS2181CHAPECOSC2182ITAJAISC2183NAVEGANTESSC2184SAO BENTO DO SULSC2185AMERICANASP2186AMPAROSP2187ANDRADINASP2188ARACATUBASP2189ARARASSP2190BARRETOSSP2191BOITUVASP2192CATANDUVASP2193EMBUSP2194FERNANDOPOLISSP2195ITANHAEMSP2196ITAPETININGASP2197ITAPEVISP2198ITAPIRASP2199ITATIBASP2200JABOTICABALSP2201LENCOIS PAULISTASP2202LINSSP2203LORENASP2204MONGAGUASP2205OURINHOSSP2206PERUIBESP2207PINDAMONHANGABASP2208SALTOSP2209SAO CAETANO DO SULSP2210SAO ROQUESP2211SAO SEBASTIAOSP2212SERTAOZINHOSP2213SUMARESP2214TATUISP2215UBATUBASP2216VALINHOSSP2217ARAGUAINATO2218PALMAS DO TOCANTINSTO2219CRUZEIRO DO SULAC1220SANTANAAP1221ALAGOINHASBA1222BARREIRASBA1223BRUMADOBA1224IPIRABA1225ITAMARAJUBA1226LAURO DE FREITASBA1227ITAPIPOCACE1228ALEGREES1229ANCHIETAES1230ARACRUZES1231CASTELOES1232COLATINAES1233SAO MATEUSES1234CATALAOGO1235CERESGO1236FORMOSAGO1237GOIANESIAGO1238GOIATUBAGO1239ITABERAIGO1240ITAPURANGAGO1241JATAIGO1242PIRENOPOLISGO1243RIO VERDEGO1244IMPERATRIZMA1245ALFENASMG1246ANDRADASMG1247ARAGUARIMG1248ARAXAMG1249ARCOSMG1250BICASMG1251CAMBUIMG1252CAMPO BELOMG1253CARATINGAMG1254CARMO DO RIO CLAROMG1255CATAGUASESMG1256CAXAMBUMG1257CONGONHASMG1258CONSELHEIRO LAFAIETEMG1259CURVELOMG1260FORMIGAMG1261GUAXUPEMG1262ITAJUBAMG1263ITUIUTABAMG1264LEOPOLDINAMG1265MACHADOMG1266MANHUACUMG1267MANTENAMG1268MURIAEMG1269NOVA SERRANAMG1270OURO PRETOMG1271PARA DE MINASMG1272PARACATUMG1273PASSOSMG1274PATROCINIOMG1275PEDRO LEOPOLDOMG1276RIO POMBAMG1277SAO JOAO DEL REYMG1278SAO LOURENCOMG1279SAO SEBASTIAO DO PARAISOMG1280TEOFILO OTONIMG1281TUPACIGUARAMG1282UBAMG1283VICOSAMG1284NAVIRAIMS1285TRES LAGOASMS1286BARRA DO GARCASMT1287CACERESMT1288PRIMAVERA DO LESTEMT1289SORRISOMT1290ALTAMIRAPA1291SANTAREMPA1292AFOGADOS DA INGAZEIRAPE1293ANDIRAPR1294ARAPONGASPR1295ASTORGAPR1296CIANORTEPR1297CORNELIO PROCOPIOPR1298FRANCISCO BELTRAOPR1299IBIPORAPR1300IRATIPR1301IVAIPORAPR1302JACAREZINHOPR1303MARIALVAPR1304MORRETESPR1305PARANAVAIPR1306PATO BRANCOPR1307RIO NEGROPR1308RONDONPR1309SANTO ANTONIO DA PLATINAPR1310TOLEDOPR1311UMUARAMAPR1312UNIAO DA VITORIAPR1313ARMACAO DOS BUZIOSRJ1314BOM JESUS DO ITABAPOANARJ1315ITAPERUNARJ1316MIGUEL PEREIRARJ1317TRES RIOSRJ1318VALENCARJ1319MOSSORORN1320ARIQUEMESRO1Fonte: Base de dados SDRJ / Exibidores - Pesquisa: Filme B  Topo da página  © Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000,,Menu,,Imprimir,,Anterior,,Próximo,,,,,,,,,,,,,
,Database Brasil 2006,,,,,,,,,,,,,,,,,,,,,
,14. Ranking dos municípios por nº salas,,,,,,,,,,,,,,,,,,,,,
municípioUFn° salas1SAO PAULOSP2522RIO DE JANEIRORJ1483BELO HORIZONTEMG714BRASILIADF685CURITIBAPR606PORTO ALEGRERS517CAMPINASSP468SALVADORBA359RECIFEPE3010FORTALEZACE2911GOIANIAGO2812RIBEIRAO PRETOSP2713MANAUSAM2214GUARULHOSSP2115SANTOSSP1916CUIABAMT1817JOAO PESSOAPB1818SOROCABASP1819NITEROIRJ1620SAO LUISMA1521SANTO ANDRESP1522SAO JOSE DOS CAMPOSSP1523NATALRN1424ARACAJUSE1425SAO BERNARDO DO CAMPOSP1326UBERLANDIAMG1227CAMPO GRANDEMS1228BELEMPA1229JABOATAOPE1230TAGUATINGADF1131BAURUSP1132CONTAGEMMG1033ARARAQUARASP1034OSASCOSP1035PRAIA GRANDESP1036VITORIAES937JUIZ DE FORAMG938POCOS DE CALDASMG939UBERABAMG940LONDRINAPR941MARINGAPR942BARUERISP943MARILIASP944SAO JOSE DO RIO PRETOSP945VILA VELHAES846CAMPOSRJ847PETROPOLISRJ848SAO GONCALORJ849DIVINOPOLISMG750TERESINAPI751CANOASRS752CAXIAS DO SULRS753TUBARAOSC754GUARUJASP755JUNDIAISP756PRESIDENTE PRUDENTESP757MACEIOAL658APARECIDA DE GOIANIAGO659DOURADOSMS660CASCAVELPR661SAO JOAO DE MERITIRJ662VOLTA REDONDARJ663BLUMENAUSC664MACAPAAP565GUARAPARIES566ITUMBIARAGO567NOVA LIMAMG568DUQUE DE CAXIASRJ569NOVA IGUACURJ570NOVO HAMBURGORS571PELOTASRS572SAO LEOPOLDORS573FLORIANOPOLISSC574JOINVILLESC575INDAIATUBASP576JACAREISP577MAUASP578PIRACICABASP579RIO CLAROSP580SUZANOSP581TABOAO DA SERRASP582FEIRA DE SANTANABA483VITORIA DA CONQUISTABA484AGUAS CLARASDF485SERRAES486CAMPINA GRANDEPB487FOZ DO IGUACUPR488PONTA GROSSAPR489RESENDERJ490CAPAO DA CANOARS491PASSO FUNDORS492SANTA CRUZ DO SULRS493SANTA MARIARS494CRICIUMASC495SAO JOSESC496GUARATINGUETASP497LIMEIRASP498MOGI DAS CRUZESSP499SANTA BARBARA D'OESTESP4100SAO CARLOSSP4101TAUBATESP4102SOBRADINHODF3103LINHARESES3104ANAPOLISGO3105BETIMMG3106IPATINGAMG3107MONTES CLAROSMG3108VARGINHAMG3109RONDONOPOLISMT3110TUCURUIPA3111CARUARUPE3112GUARAPUAVAPR3113ANGRA DOS REISRJ3114NILOPOLISRJ3115NOVA FRIBURGORJ3116PORTO VELHORO3117BOA VISTARR3118BENTO GONCALVESRS3119BALNEARIO DE CAMBORIUSC3120BRUSQUESC3121ITAPEMASC3122JARAGUA DO SULSC3123LAGESSC3124ASSISSP3125COSMOPOLISSP3126FRANCASP3321CACOALRO1322VILHENARO1323ALEGRETERS1324ARROIO DO SALRS1325BAGERS1326CAMAQUARS1327CANELARS1328CARAZINHORS1329CARLOS BARBOSARS1330ERECHIMRS1331FARROUPILHARS1332GRAMADORS1333GRAVATAIRS1334IJUIRS1335MONTENEGRORS1336OSORIORS1337SANTA ROSARS1338SANTO ANGELORS1339SAPIRANGARS1340TAQUARARS1341TRES COROASRS1342TRES PASSOSRS1343URUGUAIANARS1344VIAMAORS1345ARARANGUASC1346CONCORDIASC1347CURITIBANOSSC1348JOACABASC1349MAFRASC1350PORTO BELOSC1351SAO FRANCISCO DO SULSC1352TIMBOSC1353ADAMANTINASP1354ALTINOPOLISSP1355APARECIDASP1356ARUJASP1357ATIBAIASP1358AVARESP1359BARIRISP1360BARRA BONITASP1361BEBEDOUROSP1362BERTIOGASP1363BIRIGUISP1364BOCAINASP1365BOTUCATUSP1366BRAGANCA PAULISTASP1367CACAPAVASP1368CAMPOS DO JORDAOSP1369CAPIVARISP1370CARAGUATATUBASP1371CASA BRANCASP1372CRUZEIROSP1373DESCALVADOSP1374DOIS CORREGOSSP1375DRACENASP1376ESPIRITO SANTO DO PINHALSP1377FRANCO DA ROCHASP1378GARCASP1379GUAIRASP1380GUARIBASP1381IBIUNASP1382IGARAPAVASP1127ITUSP3383IGUAPESP1128JAUSP3384ILHA SOLTEIRASP1129MOGI-MIRIMSP3385ITAPEVASP1130RIO BRANCOAC2386ITUVERAVASP1131CAMACARIBA2387JAGUARIUNASP1132ILHEUSBA2388JALESSP1133ITABUNABA2389LEMESP1134SANTO ANTONIO DE JESUSBA2390MATAOSP1135TEIXEIRA DE FREITASBA2391MIGUELOPOLISSP1136JUAZEIRO DO NORTECE2392MIRASSOLSP1137MARACANAUCE2393MOCOCASP1138SOBRALCE2394MOGI-GUACUSP1139GAMADF2395MONTE ALTOSP1140CACHOEIRO DE ITAPEMIRIMES2396OLIMPIASP1141CALDAS NOVASGO2397ORLANDIASP1142MORRINHOSGO2398OSVALDO CRUZSP1143VALPARAISOGO2399PEDERNEIRASSP1144BARBACENAMG2400PEDREIRASP1145GOVERNADOR VALADARESMG2401PENAPOLISSP1146ITABIRAMG2402PIRAJUSP1147LAGOA SANTAMG2403PIRAJUISP1148LAVRASMG2404PIRASSUNUNGASP1149PATOS DE MINASMG2405PORTO FELIZSP1150POUSO ALEGREMG2406PORTO FERREIRASP1151SETE LAGOASMG2407PRESIDENTE VENCESLAUSP1152TRES CORACOESMG2408REGISTROSP1153SINOPMT2409RIBEIRAO PIRESSP1154TANGARA DA SERRAMT2410SANTA CRUZ DAS PALMEIRASSP1155REDENCAOPA2411SANTA CRUZ DO RIO PARDOSP1156PATOSPB2412SANTA FE DO SULSP1157GARANHUNSPE2413SAO JOAO DA BOA VISTASP1158PETROLINAPE2414SAO JOSE DO RIO PARDOSP1159PARNAIBAPI2415SAO MANUELSP1160APUCARANAPR2416SAO PEDROSP1161CAMPO MOURAOPR2417SAO VICENTESP1162MEDIANEIRAPR2418SERRA NEGRASP1163PARANAGUAPR2419SOCORROSP1164ARARUAMARJ2420TAQUARITINGASP1165ARRAIAL DO CABORJ2421TIETESP1166BARRA MANSARJ2422TUPASP1167BELFORD ROXORJ2423VARGEM GRANDE DO SULSP1168CABO FRIORJ2424VOTUPORANGASP1169MACAERJ2425GURUPITO1170TERESOPOLISRJ2171JI-PARANARO2172CACHOEIRA DO SULRS2173CACHOEIRINHARS2174CRUZ ALTARS2175LAJEADORS2176NOVA PETROPOLISRS2177RIO GRANDERS2178SANTANA DO LIVRAMENTORS2179TORRESRS2180TRAMANDAIRS2181CHAPECOSC2182ITAJAISC2183NAVEGANTESSC2184SAO BENTO DO SULSC2185AMERICANASP2186AMPAROSP2187ANDRADINASP2188ARACATUBASP2189ARARASSP2190BARRETOSSP2191BOITUVASP2192CATANDUVASP2193EMBUSP2194FERNANDOPOLISSP2195ITANHAEMSP2196ITAPETININGASP2197ITAPEVISP2198ITAPIRASP2199ITATIBASP2200JABOTICABALSP2201LENCOIS PAULISTASP2202LINSSP2203LORENASP2204MONGAGUASP2205OURINHOSSP2206PERUIBESP2207PINDAMONHANGABASP2208SALTOSP2209SAO CAETANO DO SULSP2210SAO ROQUESP2211SAO SEBASTIAOSP2212SERTAOZINHOSP2213SUMARESP2214TATUISP2215UBATUBASP2216VALINHOSSP2217ARAGUAINATO2218PALMAS DO TOCANTINSTO2219CRUZEIRO DO SULAC1220SANTANAAP1221ALAGOINHASBA1222BARREIRASBA1223BRUMADOBA1224IPIRABA1225ITAMARAJUBA1226LAURO DE FREITASBA1227ITAPIPOCACE1228ALEGREES1229ANCHIETAES1230ARACRUZES1231CASTELOES1232COLATINAES1233SAO MATEUSES1234CATALAOGO1235CERESGO1236FORMOSAGO1237GOIANESIAGO1238GOIATUBAGO1239ITABERAIGO1240ITAPURANGAGO1241JATAIGO1242PIRENOPOLISGO1243RIO VERDEGO1244IMPERATRIZMA1245ALFENASMG1246ANDRADASMG1247ARAGUARIMG1248ARAXAMG1249ARCOSMG1250BICASMG1251CAMBUIMG1252CAMPO BELOMG1253CARATINGAMG1254CARMO DO RIO CLAROMG1255CATAGUASESMG1256CAXAMBUMG1257CONGONHASMG1258CONSELHEIRO LAFAIETEMG1259CURVELOMG1260FORMIGAMG1261GUAXUPEMG1262ITAJUBAMG1263ITUIUTABAMG1264LEOPOLDINAMG1265MACHADOMG1266MANHUACUMG1267MANTENAMG1268MURIAEMG1269NOVA SERRANAMG1270OURO PRETOMG1271PARA DE MINASMG1272PARACATUMG1273PASSOSMG1274PATROCINIOMG1275PEDRO LEOPOLDOMG1276RIO POMBAMG1277SAO JOAO DEL REYMG1278SAO LOURENCOMG1279SAO SEBASTIAO DO PARAISOMG1280TEOFILO OTONIMG1281TUPACIGUARAMG1282UBAMG1283VICOSAMG1284NAVIRAIMS1285TRES LAGOASMS1286BARRA DO GARCASMT1287CACERESMT1288PRIMAVERA DO LESTEMT1289SORRISOMT1290ALTAMIRAPA1291SANTAREMPA1292AFOGADOS DA INGAZEIRAPE1293ANDIRAPR1294ARAPONGASPR1295ASTORGAPR1296CIANORTEPR1297CORNELIO PROCOPIOPR1298FRANCISCO BELTRAOPR1299IBIPORAPR1300IRATIPR1301IVAIPORAPR1302JACAREZINHOPR1303MARIALVAPR1304MORRETESPR1305PARANAVAIPR1306PATO BRANCOPR1307RIO NEGROPR1308RONDONPR1309SANTO ANTONIO DA PLATINAPR1310TOLEDOPR1311UMUARAMAPR1312UNIAO DA VITORIAPR1313ARMACAO DOS BUZIOSRJ1314BOM JESUS DO ITABAPOANARJ1315ITAPERUNARJ1316MIGUEL PEREIRARJ1317TRES RIOSRJ1318VALENCARJ1319MOSSORORN1320ARIQUEMESRO1Fonte: Base de dados SDRJ / Exibidores - Pesquisa: Filme B,,,,,,,,,,,,,,,,,,,,,,
,município,UF,n° salas,,,,,,,,,,,,,,,,,,,
1,SAO PAULO,SP,252,,,,,,,,,,,,,,,,,,,
2,RIO DE JANEIRO,RJ,148,,,,,,,,,,,,,,,,,,,
