0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
3,RIO DE JANEIRO,328,16.461.173,50.187,,,,,,,,,,,,,,,,,,
4,SANTA CATARINA,107,6.727.148,62.871,,,,,,,,,,,,,,,,,,
5,PARANÁ,176,11.081.692,62.964,,,,,,,,,,,,,,,,,,
6,ESPIRITO SANTO,60,3.885.049,64.751,,,,,,,,,,,,,,,,,,
7,RIO GRANDE DO SUL,169,11.207.274,66.315,,,,,,,,,,,,,,,,,,
8,GOIÁS,96,6.523.222,67.950,,,,,,,,,,,,,,,,,,
9,AMAZONAS,56,3.873.743,69.174,,,,,,,,,,,,,,,,,,
10,RORAIMA,6,496.936,82.823,,,,,,,,,,,,,,,,,,
11,MINAS GERAIS,239,20.734.097,86.754,,,,,,,,,,,,,,,,,,
12,MATO GROSSO,36,3.224.357,89.565,,,,,,,,,,,,,,,,,,
13,MATO GROSSO DO SUL,28,2.619.657,93.559,,,,,,,,,,,,,,,,,,
14,RONDONIA,17,1.748.531,102.855,,,,,,,,,,,,,,,,,,
15,PERNAMBUCO,90,9.277.727,103.086,,,,,,,,,,,,,,,,,,
16,AMAPÁ,7,750.912,107.273,,,,,,,,,,,,,,,,,,
17,RIO GRANDE DO NORTE,31,3.408.510,109.952,,,,,,,,,,,,,,,,,,
18,CEARÁ,79,8.842.791,111.934,,,,,,,,,,,,,,,,,,
19,ALAGOAS,29,3.321.730,114.542,,,,,,,,,,,,,,,,,,
20,TOCANTINS,13,1.496.880,115.145,,,,,,,,,,,,,,,,,,
21,SERGIPE,19,2.219.574,116.820,,,,,,,,,,,,,,,,,,
22,PARAIBA,26,3.943.885,151.688,,,,,,,,,,,,,,,,,,
23,ACRE,5,790.101,158.020,,,,,,,,,,,,,,,,,,
24,PARÁ,50,8.063.393,161.268,,,,,,,,,,,,,,,,,,
25,BAHIA,87,15.126.371,173.866,,,,,,,,,,,,,,,,,,
26,MARANHÃO,33,6.850.884,207.603,,,,,,,,,,,,,,,,,,
27,PIAUI,14,3.194.718,228.194,,,,,,,,,,,,,,,,,,
,Total,2.819,203.444.868,72.169,,,,,,,,,,,,,,,,,,
Fonte: Filme B Box Office /Pop: IBGE-estimativa 2014 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2014 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2014 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2014 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2014 - Pesquisa: Filme B,,,,,,,,,,,,,,,,,,
,,Topo da página,© Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,
