0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
-->  Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000  Menu  Imprimir  Anterior  Próximo  Database Brasil 2014  16. Média de habitantes por sala dos estados  estadosalaspop. Estadohabitantes por sala1DISTRITO FEDERAL813.539.20943.6942SÃO PAULO93744.035.30446.9963RIO DE JANEIRO32816.461.17350.1874SANTA CATARINA1076.727.14862.8715PARANÁ17611.081.69262.9646ESPIRITO SANTO603.885.04964.7517RIO GRANDE DO SUL16911.207.27466.3158GOIÁS966.523.22267.9509AMAZONAS563.873.74369.17410RORAIMA6496.93682.82311MINAS GERAIS23920.734.09786.75412MATO GROSSO363.224.35789.56513MATO GROSSO DO SUL282.619.65793.55914RONDONIA171.748.531102.85515PERNAMBUCO909.277.727103.08616AMAPÁ7750.912107.27317RIO GRANDE DO NORTE313.408.510109.95218CEARÁ798.842.791111.93419ALAGOAS293.321.730114.54220TOCANTINS131.496.880115.14521SERGIPE192.219.574116.82022PARAIBA263.943.885151.68823ACRE5790.101158.02024PARÁ508.063.393161.26825BAHIA8715.126.371173.86626MARANHÃO336.850.884207.60327PIAUI143.194.718228.194Total2.819203.444.86872.169Fonte: Filme B Box Office /Pop: IBGE-estimativa 2014 - Pesquisa: Filme B  Topo da página  © Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000,,Menu,,Imprimir,,Anterior,,Próximo,,,,,,,,,,,,,
,Database Brasil 2014,,,,,,,,,,,,,,,,,,,,,
,16. Média de habitantes por sala dos estados,,,,,,,,,,,,,,,,,,,,,
estadosalaspop. Estadohabitantes por sala1DISTRITO FEDERAL813.539.20943.6942SÃO PAULO93744.035.30446.9963RIO DE JANEIRO32816.461.17350.1874SANTA CATARINA1076.727.14862.8715PARANÁ17611.081.69262.9646ESPIRITO SANTO603.885.04964.7517RIO GRANDE DO SUL16911.207.27466.3158GOIÁS966.523.22267.9509AMAZONAS563.873.74369.17410RORAIMA6496.93682.82311MINAS GERAIS23920.734.09786.75412MATO GROSSO363.224.35789.56513MATO GROSSO DO SUL282.619.65793.55914RONDONIA171.748.531102.85515PERNAMBUCO909.277.727103.08616AMAPÁ7750.912107.27317RIO GRANDE DO NORTE313.408.510109.95218CEARÁ798.842.791111.93419ALAGOAS293.321.730114.54220TOCANTINS131.496.880115.14521SERGIPE192.219.574116.82022PARAIBA263.943.885151.68823ACRE5790.101158.02024PARÁ508.063.393161.26825BAHIA8715.126.371173.86626MARANHÃO336.850.884207.60327PIAUI143.194.718228.194Total2.819203.444.86872.169Fonte: Filme B Box Office /Pop: IBGE-estimativa 2014 - Pesquisa: Filme B,,,,,,,,,,,,,,,,,,,,,,
,estado,salas,pop. Estado,habitantes por sala,,,,,,,,,,,,,,,,,,
1,DISTRITO FEDERAL,81,3.539.209,43.694,,,,,,,,,,,,,,,,,,
2,SÃO PAULO,937,44.035.304,46.996,,,,,,,,,,,,,,,,,,
