0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
4,SANTA CATARINA,97,6.317.054,65.124,,,,,,,,,,,,,,,,,,
5,PARANA,152,10.512.349,69.160,,,,,,,,,,,,,,,,,,
6,RIO GRANDE DO SUL,149,10.733.030,72.034,,,,,,,,,,,,,,,,,,
7,RORAIMA,6,460.165,76.694,,,,,,,,,,,,,,,,,,
8,GOIAS,79,6.080.716,76.971,,,,,,,,,,,,,,,,,,
9,ESPIRITO SANTO,44,3.547.055,80.615,,,,,,,,,,,,,,,,,,
10,AMAZONAS,41,3.538.387,86.302,,,,,,,,,,,,,,,,,,
11,MINAS GERAIS,196,19.728.701,100.657,,,,,,,,,,,,,,,,,,
12,MATO GROSSO DO SUL,24,2.477.542,103.231,,,,,,,,,,,,,,,,,,
13,ACRE,7,746.386,106.627,,,,,,,,,,,,,,,,,,
14,MATO GROSSO,27,3.075.936,113.924,,,,,,,,,,,,,,,,,,
15,AMAPA,6,684.309,114.052,,,,,,,,,,,,,,,,,,
16,RONDONIA,12,1.576.455,131.371,,,,,,,,,,,,,,,,,,
17,PERNAMBUCO,60,8.864.906,147.748,,,,,,,,,,,,,,,,,,
18,SERGIPE,14,2.089.819,149.273,,,,,,,,,,,,,,,,,,
19,PARAIBA,25,3.791.315,151.653,,,,,,,,,,,,,,,,,,
20,TOCANTINS,9,1.400.892,155.655,,,,,,,,,,,,,,,,,,
21,RIO GRANDE DO NORTE,19,3.198.657,168.350,,,,,,,,,,,,,,,,,,
22,BAHIA,75,14.097.534,187.967,,,,,,,,,,,,,,,,,,
23,CEARA,43,8.530.155,198.376,,,,,,,,,,,,,,,,,,
24,ALAGOAS,14,3.143.384,224.527,,,,,,,,,,,,,,,,,,
25,PARA,31,7.688.593,248.019,,,,,,,,,,,,,,,,,,
26,PIAUI,10,3.140.328,314.033,,,,,,,,,,,,,,,,,,
27,MARANHAO,20,6.645.761,332.288,,,,,,,,,,,,,,,,,,
,Total,2.346,192.379.287,82.003,,,,,,,,,,,,,,,,,,
Fonte: Filme B Box Office /Pop: IBGE-estimativa 2011 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2011 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2011 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2011 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2011 - Pesquisa: Filme B,,,,,,,,,,,,,,,,,,
,,Topo da página,© Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,
