0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
-->  Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000  Menu  Imprimir  Anterior  Próximo  Database Brasil 2008  18. Média de habitantes por sala dos estados  estadosalaspop. Estadohabitante por sala1Distrito Federal902.557.15828.4132São Paulo71941.011.63557.0403Rio de Janeiro25815.872.36261.5214Rio Grande do Sul14210.855.21476.4455Espírito Santo453.453.64876.7486Paraná13310.590.16979.6257Goiás725.844.99681.1818Santa Catarina746.052.58781.7929Roraima5412.78382.55710Amapá7613.16487.59511Minas Gerais18719.850.072106.15012Amazonas303.341.096111.37013Rondônia131.493.566114.89014Mato Grosso252.957.732118.30915Mato Grosso do Sul172.336.058137.41516Pernambuco538.734.194164.79617Paraíba203.742.606187.13018Bahia6714.502.575216.45619Rio Grande do Norte143.106.430221.88820Sergipe91.999.374222.15321Acre3680.073226.69122Ceará358.450.527241.44423Pará197.321.493385.34224Tocantins31.280.509426.83625Piauí73.119.697445.67126Maranhão116.305.539573.23127Alagoas53.127.557625.511Total2.063189.612.81491.911Fonte: Salas-Filme B Box Office/Pop: IBGE-estimativa 2008 - Pesquisa: Filme B  Topo da página  © Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000,,Menu,,Imprimir,,Anterior,,Próximo,,,,,,,,,,,,,
,Database Brasil 2008,,,,,,,,,,,,,,,,,,,,,
,18. Média de habitantes por sala dos estados,,,,,,,,,,,,,,,,,,,,,
estadosalaspop. Estadohabitante por sala1Distrito Federal902.557.15828.4132São Paulo71941.011.63557.0403Rio de Janeiro25815.872.36261.5214Rio Grande do Sul14210.855.21476.4455Espírito Santo453.453.64876.7486Paraná13310.590.16979.6257Goiás725.844.99681.1818Santa Catarina746.052.58781.7929Roraima5412.78382.55710Amapá7613.16487.59511Minas Gerais18719.850.072106.15012Amazonas303.341.096111.37013Rondônia131.493.566114.89014Mato Grosso252.957.732118.30915Mato Grosso do Sul172.336.058137.41516Pernambuco538.734.194164.79617Paraíba203.742.606187.13018Bahia6714.502.575216.45619Rio Grande do Norte143.106.430221.88820Sergipe91.999.374222.15321Acre3680.073226.69122Ceará358.450.527241.44423Pará197.321.493385.34224Tocantins31.280.509426.83625Piauí73.119.697445.67126Maranhão116.305.539573.23127Alagoas53.127.557625.511Total2.063189.612.81491.911Fonte: Salas-Filme B Box Office/Pop: IBGE-estimativa 2008 - Pesquisa: Filme B,,,,,,,,,,,,,,,,,,,,,,
,estado,salas,pop. Estado,habitante por sala,,,,,,,,,,,,,,,,,,
1,Distrito Federal,90,2.557.158,28.413,,,,,,,,,,,,,,,,,,
2,São Paulo,719,41.011.635,57.040,,,,,,,,,,,,,,,,,,
3,Rio de Janeiro,258,15.872.362,61.521,,,,,,,,,,,,,,,,,,
4,Rio Grande do Sul,142,10.855.214,76.445,,,,,,,,,,,,,,,,,,
5,Espírito Santo,45,3.453.648,76.748,,,,,,,,,,,,,,,,,,
6,Paraná,133,10.590.169,79.625,,,,,,,,,,,,,,,,,,
7,Goiás,72,5.844.996,81.181,,,,,,,,,,,,,,,,,,
8,Santa Catarina,74,6.052.587,81.792,,,,,,,,,,,,,,,,,,
9,Roraima,5,412.783,82.557,,,,,,,,,,,,,,,,,,
10,Amapá,7,613.164,87.595,,,,,,,,,,,,,,,,,,
11,Minas Gerais,187,19.850.072,106.150,,,,,,,,,,,,,,,,,,
12,Amazonas,30,3.341.096,111.370,,,,,,,,,,,,,,,,,,
13,Rondônia,13,1.493.566,114.890,,,,,,,,,,,,,,,,,,
14,Mato Grosso,25,2.957.732,118.309,,,,,,,,,,,,,,,,,,
15,Mato Grosso do Sul,17,2.336.058,137.415,,,,,,,,,,,,,,,,,,
16,Pernambuco,53,8.734.194,164.796,,,,,,,,,,,,,,,,,,
17,Paraíba,20,3.742.606,187.130,,,,,,,,,,,,,,,,,,
18,Bahia,67,14.502.575,216.456,,,,,,,,,,,,,,,,,,
19,Rio Grande do Norte,14,3.106.430,221.888,,,,,,,,,,,,,,,,,,
20,Sergipe,9,1.999.374,222.153,,,,,,,,,,,,,,,,,,
21,Acre,3,680.073,226.691,,,,,,,,,,,,,,,,,,
22,Ceará,35,8.450.527,241.444,,,,,,,,,,,,,,,,,,
23,Pará,19,7.321.493,385.342,,,,,,,,,,,,,,,,,,
24,Tocantins,3,1.280.509,426.836,,,,,,,,,,,,,,,,,,
25,Piauí,7,3.119.697,445.671,,,,,,,,,,,,,,,,,,
26,Maranhão,11,6.305.539,573.231,,,,,,,,,,,,,,,,,,
27,Alagoas,5,3.127.557,625.511,,,,,,,,,,,,,,,,,,
Total,,2.063,189.612.814,91.911,,,,,,,,,,,,,,,,,,
Fonte: Salas-Filme B Box Office/Pop: IBGE-estimativa 2008 - Pesquisa: Filme B,Fonte: Salas-Filme B Box Office/Pop: IBGE-estimativa 2008 - Pesquisa: Filme B,Fonte: Salas-Filme B Box Office/Pop: IBGE-estimativa 2008 - Pesquisa: Filme B,Fonte: Salas-Filme B Box Office/Pop: IBGE-estimativa 2008 - Pesquisa: Filme B,Fonte: Salas-Filme B Box Office/Pop: IBGE-estimativa 2008 - Pesquisa: Filme B,,,,,,,,,,,,,,,,,,
,,Topo da página,© Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,
