0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
3,BRASILIA,DF,67,,,,,,,,,,,,,,,,,,,
4,BELO HORIZONTE,MG,66,,,,,,,,,,,,,,,,,,,
5,CURITIBA,PR,57,,,,,,,,,,,,,,,,,,,
6,PORTO ALEGRE,RS,56,,,,,,,,,,,,,,,,,,,
7,CAMPINAS,SP,51,,,,,,,,,,,,,,,,,,,
8,SALVADOR,BA,36,,,,,,,,,,,,,,,,,,,
9,RECIFE,PE,31,,,,,,,,,,,,,,,,,,,
10,GOIANIA,GO,30,,,,,,,,,,,,,,,,,,,
11,FORTALEZA,CE,28,,,,,,,,,,,,,,,,,,,
12,RIBEIRAO PRETO,SP,27,,,,,,,,,,,,,,,,,,,
13,MANAUS,AM,22,,,,,,,,,,,,,,,,,,,
14,SOROCABA,SP,19,,,,,,,,,,,,,,,,,,,
15,NITEROI,RJ,18,,,,,,,,,,,,,,,,,,,
16,CUIABA,MT,18,,,,,,,,,,,,,,,,,,,
17,JOAO PESSOA,PB,18,,,,,,,,,,,,,,,,,,,
18,SANTOS,SP,17,,,,,,,,,,,,,,,,,,,
19,BELEM,PA,17,,,,,,,,,,,,,,,,,,,
20,SAO LUIS,MA,16,,,,,,,,,,,,,,,,,,,
21,GUARULHOS,SP,15,,,,,,,,,,,,,,,,,,,
22,SANTO ANDRE,SP,15,,,,,,,,,,,,,,,,,,,
23,SAO JOSE DOS CAMPOS,SP,15,,,,,,,,,,,,,,,,,,,
24,ARACAJU,SE,14,,,,,,,,,,,,,,,,,,,
25,SAO BERNARDO DO CAMPO,SP,13,,,,,,,,,,,,,,,,,,,
26,CAMPO GRANDE,MS,13,,,,,,,,,,,,,,,,,,,
27,UBERLANDIA,MG,13,,,,,,,,,,,,,,,,,,,
28,JABOATAO,PE,12,,,,,,,,,,,,,,,,,,,
29,TAGUATINGA,DF,11,,,,,,,,,,,,,,,,,,,
30,UBERABA,MG,11,,,,,,,,,,,,,,,,,,,
31,VITORIA,ES,10,,,,,,,,,,,,,,,,,,,
32,CONTAGEM,MG,10,,,,,,,,,,,,,,,,,,,
33,PRAIA GRANDE,SP,10,,,,,,,,,,,,,,,,,,,
34,CAXIAS DO SUL,RS,10,,,,,,,,,,,,,,,,,,,
35,ARARAQUARA,SP,10,,,,,,,,,,,,,,,,,,,
36,OSASCO,SP,10,,,,,,,,,,,,,,,,,,,
37,BARUERI,SP,9,,,,,,,,,,,,,,,,,,,
38,LONDRINA,PR,9,,,,,,,,,,,,,,,,,,,
39,SAO JOSE DO RIO PRETO,SP,9,,,,,,,,,,,,,,,,,,,
40,VILA VELHA,ES,9,,,,,,,,,,,,,,,,,,,
41,MARINGA,PR,9,,,,,,,,,,,,,,,,,,,
42,JUIZ DE FORA,MG,9,,,,,,,,,,,,,,,,,,,
43,SAO GONCALO,RJ,9,,,,,,,,,,,,,,,,,,,
44,PONTA GROSSA,PR,9,,,,,,,,,,,,,,,,,,,
45,MARILIA,SP,9,,,,,,,,,,,,,,,,,,,
46,POCOS DE CALDAS,MG,9,,,,,,,,,,,,,,,,,,,
47,TERESINA,PI,8,,,,,,,,,,,,,,,,,,,
48,NATAL,RN,7,,,,,,,,,,,,,,,,,,,
49,JUNDIAI,SP,7,,,,,,,,,,,,,,,,,,,
50,CANOAS,RS,7,,,,,,,,,,,,,,,,,,,
51,NOVO HAMBURGO,RS,7,,,,,,,,,,,,,,,,,,,
52,PRESIDENTE PRUDENTE,SP,7,,,,,,,,,,,,,,,,,,,
53,PETROPOLIS,RJ,7,,,,,,,,,,,,,,,,,,,
54,MACAPA,AP,7,,,,,,,,,,,,,,,,,,,
55,PIRACICABA,SP,6,,,,,,,,,,,,,,,,,,,
56,MACEIO,AL,6,,,,,,,,,,,,,,,,,,,
57,BLUMENAU,SC,6,,,,,,,,,,,,,,,,,,,
58,SAO JOAO DE MERITI,RJ,6,,,,,,,,,,,,,,,,,,,
59,APARECIDA DE GOIANIA,GO,6,,,,,,,,,,,,,,,,,,,
60,VOLTA REDONDA,RJ,6,,,,,,,,,,,,,,,,,,,
61,CASCAVEL,PR,6,,,,,,,,,,,,,,,,,,,
62,GUARAPARI,ES,6,,,,,,,,,,,,,,,,,,,
63,GUARATINGUETA,SP,6,,,,,,,,,,,,,,,,,,,
64,FLORIANOPOLIS,SC,5,,,,,,,,,,,,,,,,,,,
65,TABOAO DA SERRA,SP,5,,,,,,,,,,,,,,,,,,,
66,JOINVILLE,SC,5,,,,,,,,,,,,,,,,,,,
67,MAUA,SP,5,,,,,,,,,,,,,,,,,,,
68,NOVA IGUACU,RJ,5,,,,,,,,,,,,,,,,,,,
69,FEIRA DE SANTANA,BA,5,,,,,,,,,,,,,,,,,,,
70,SUZANO,SP,5,,,,,,,,,,,,,,,,,,,
71,SAO LEOPOLDO,RS,5,,,,,,,,,,,,,,,,,,,
72,JACAREI,SP,5,,,,,,,,,,,,,,,,,,,
73,ITU,SP,5,,,,,,,,,,,,,,,,,,,
74,INDAIATUBA,SP,5,,,,,,,,,,,,,,,,,,,
75,RIO CLARO,SP,5,,,,,,,,,,,,,,,,,,,
76,DUQUE DE CAXIAS,RJ,5,,,,,,,,,,,,,,,,,,,
77,PELOTAS,RS,5,,,,,,,,,,,,,,,,,,,
78,GUARUJA,SP,5,,,,,,,,,,,,,,,,,,,
79,BENTO GONCALVES,RS,5,,,,,,,,,,,,,,,,,,,
80,PINDAMONHANGABA,SP,5,,,,,,,,,,,,,,,,,,,
81,NOVA LIMA,MG,5,,,,,,,,,,,,,,,,,,,
82,BAURU,SP,4,,,,,,,,,,,,,,,,,,,
83,SANTA BARBARA D'OESTE,SP,4,,,,,,,,,,,,,,,,,,,
84,MOGI DAS CRUZES,SP,4,,,,,,,,,,,,,,,,,,,
85,TAUBATE,SP,4,,,,,,,,,,,,,,,,,,,
86,SAO CARLOS,SP,4,,,,,,,,,,,,,,,,,,,
87,FOZ DO IGUACU,PR,4,,,,,,,,,,,,,,,,,,,
88,IPATINGA,MG,4,,,,,,,,,,,,,,,,,,,
