0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
-->  Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000  Menu  Imprimir  Anterior  Próximo  Comentário  Database Brasil 2001  16. Ranking de habitantes por salas dos estados  estadon° de salaspop. estadohab. por sala1Distrito Federal752.051.14627.3492São Paulo58237.032.40363.6303Rio de Janeiro22014.391.28265.4154Rio Grande do Sul13410.187.79876.0285Amapá6477.03279.5056Paraná949.563.458101.7397Goiás475.003.228106.4528Santa Catarina485.356.360111.5919Mato Grosso222.504.353113.83410Mato Grosso do Sul182.078.001115.44511Minas Gerais15117.891.494118.48712Amazonas202.812.557140.62813Roraima2324.397162.19914Sergipe101.784.475178.44815Pernambuco377.918.344214.00916Paraíba153.443.825229.58817Bahia5613.070.250233.39718Espírito Santo133.097.232238.24919Acre2557.526278.76320Rondônia41.379.787344.94721Ceará217.430.661353.84122Piauí72.843.278406.18323Pará146.192.307442.30824Rio Grande do Norte62.776.782462.79725Alagoas62.822.621470.43726Tocantins21.157.098578.54927Maranhão85.651.475706.434Total 1620169.799.170104.814Fonte: IBGE/Censo 2000 - Pesquisa: www.filmeb.com.br  Topo da página  © Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000,,Menu,,Imprimir,,Anterior,,Próximo,,Comentário,,,,,,,,,,,
,Database Brasil 2001,,,,,,,,,,,,,,,,,,,,,
,16. Ranking de habitantes por salas dos estados,,,,,,,,,,,,,,,,,,,,,
estadon° de salaspop. estadohab. por sala1Distrito Federal752.051.14627.3492São Paulo58237.032.40363.6303Rio de Janeiro22014.391.28265.4154Rio Grande do Sul13410.187.79876.0285Amapá6477.03279.5056Paraná949.563.458101.7397Goiás475.003.228106.4528Santa Catarina485.356.360111.5919Mato Grosso222.504.353113.83410Mato Grosso do Sul182.078.001115.44511Minas Gerais15117.891.494118.48712Amazonas202.812.557140.62813Roraima2324.397162.19914Sergipe101.784.475178.44815Pernambuco377.918.344214.00916Paraíba153.443.825229.58817Bahia5613.070.250233.39718Espírito Santo133.097.232238.24919Acre2557.526278.76320Rondônia41.379.787344.94721Ceará217.430.661353.84122Piauí72.843.278406.18323Pará146.192.307442.30824Rio Grande do Norte62.776.782462.79725Alagoas62.822.621470.43726Tocantins21.157.098578.54927Maranhão85.651.475706.434Total 1620169.799.170104.814Fonte: IBGE/Censo 2000 - Pesquisa: www.filmeb.com.br,,,,,,,,,,,,,,,,,,,,,,
,estado,n° de salas,pop. estado,hab. por sala,,,,,,,,,,,,,,,,,,
1,Distrito Federal,75,2.051.146,27.349,,,,,,,,,,,,,,,,,,
2,São Paulo,582,37.032.403,63.630,,,,,,,,,,,,,,,,,,
3,Rio de Janeiro,220,14.391.282,65.415,,,,,,,,,,,,,,,,,,
4,Rio Grande do Sul,134,10.187.798,76.028,,,,,,,,,,,,,,,,,,
5,Amapá,6,477.032,79.505,,,,,,,,,,,,,,,,,,
6,Paraná,94,9.563.458,101.739,,,,,,,,,,,,,,,,,,
7,Goiás,47,5.003.228,106.452,,,,,,,,,,,,,,,,,,
8,Santa Catarina,48,5.356.360,111.591,,,,,,,,,,,,,,,,,,
9,Mato Grosso,22,2.504.353,113.834,,,,,,,,,,,,,,,,,,
10,Mato Grosso do Sul,18,2.078.001,115.445,,,,,,,,,,,,,,,,,,
11,Minas Gerais,151,17.891.494,118.487,,,,,,,,,,,,,,,,,,
12,Amazonas,20,2.812.557,140.628,,,,,,,,,,,,,,,,,,
13,Roraima,2,324.397,162.199,,,,,,,,,,,,,,,,,,
14,Sergipe,10,1.784.475,178.448,,,,,,,,,,,,,,,,,,
15,Pernambuco,37,7.918.344,214.009,,,,,,,,,,,,,,,,,,
16,Paraíba,15,3.443.825,229.588,,,,,,,,,,,,,,,,,,
17,Bahia,56,13.070.250,233.397,,,,,,,,,,,,,,,,,,
18,Espírito Santo,13,3.097.232,238.249,,,,,,,,,,,,,,,,,,
19,Acre,2,557.526,278.763,,,,,,,,,,,,,,,,,,
20,Rondônia,4,1.379.787,344.947,,,,,,,,,,,,,,,,,,
21,Ceará,21,7.430.661,353.841,,,,,,,,,,,,,,,,,,
22,Piauí,7,2.843.278,406.183,,,,,,,,,,,,,,,,,,
23,Pará,14,6.192.307,442.308,,,,,,,,,,,,,,,,,,
24,Rio Grande do Norte,6,2.776.782,462.797,,,,,,,,,,,,,,,,,,
25,Alagoas,6,2.822.621,470.437,,,,,,,,,,,,,,,,,,
26,Tocantins,2,1.157.098,578.549,,,,,,,,,,,,,,,,,,
27,Maranhão,8,5.651.475,706.434,,,,,,,,,,,,,,,,,,
,Total,1620,169.799.170,104.814,,,,,,,,,,,,,,,,,,
Fonte: IBGE/Censo 2000 - Pesquisa: www.filmeb.com.br,Fonte: IBGE/Censo 2000 - Pesquisa: www.filmeb.com.br,Fonte: IBGE/Censo 2000 - Pesquisa: www.filmeb.com.br,Fonte: IBGE/Censo 2000 - Pesquisa: www.filmeb.com.br,Fonte: IBGE/Censo 2000 - Pesquisa: www.filmeb.com.br,,,,,,,,,,,,,,,,,,
,,Topo da página,© Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,
