0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
-->  Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000  Menu  Imprimir  Anterior  Próximo  Comentário  Database Brasil 2004  19. Média de habitantes por salas dos estados  estadon° salaspopulação estadohabitantes x sala1Distrito Federal772.282.04929.6372São Paulo69739.825.22657.1383Rio de Janeiro24215.203.75062.8254Rio Grande do Sul15510.726.06369.2005Paraná14110.135.38871.8826Espírito Santo423.352.02479.8107Amapá6547.40091.2338Minas Gerais19518.993.72097.4049Mato Grosso282.749.14598.18410Goiás565.508.24598.36211Santa Catarina595.774.17897.86712Mato Grosso do Sul182.230.702123.92813Roraima3381.896127.29914Paraíba263.568.350137.24415Sergipe141.934.596138.18516Pernambuco518.323.911163.21417Amazonas173.138.726184.63118Bahia6713.682.074204.21019Ceará327.976.563249.26820Tocantins51.262.644252.52921Rio Grande do Norte102.962.107296.21122Rondônia51.562.085312.41723Acre2630.328315.16424Piauí92.977.259330.80725Maranhão176.021.504354.20626Pará176.850.181402.95227Alagoas62.980.910496.818Total 1997181.581.02490.927Fonte: IBGE - estimativa 2004 - Pesquisa: www.filmeb.com.br  Topo da página  © Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000,,Menu,,Imprimir,,Anterior,,Próximo,,Comentário,,,,,,,,,,,
,Database Brasil 2004,,,,,,,,,,,,,,,,,,,,,
,19. Média de habitantes por salas dos estados,,,,,,,,,,,,,,,,,,,,,
estadon° salaspopulação estadohabitantes x sala1Distrito Federal772.282.04929.6372São Paulo69739.825.22657.1383Rio de Janeiro24215.203.75062.8254Rio Grande do Sul15510.726.06369.2005Paraná14110.135.38871.8826Espírito Santo423.352.02479.8107Amapá6547.40091.2338Minas Gerais19518.993.72097.4049Mato Grosso282.749.14598.18410Goiás565.508.24598.36211Santa Catarina595.774.17897.86712Mato Grosso do Sul182.230.702123.92813Roraima3381.896127.29914Paraíba263.568.350137.24415Sergipe141.934.596138.18516Pernambuco518.323.911163.21417Amazonas173.138.726184.63118Bahia6713.682.074204.21019Ceará327.976.563249.26820Tocantins51.262.644252.52921Rio Grande do Norte102.962.107296.21122Rondônia51.562.085312.41723Acre2630.328315.16424Piauí92.977.259330.80725Maranhão176.021.504354.20626Pará176.850.181402.95227Alagoas62.980.910496.818Total 1997181.581.02490.927Fonte: IBGE - estimativa 2004 - Pesquisa: www.filmeb.com.br,,,,,,,,,,,,,,,,,,,,,,
,estado,n° salas,população estado,habitantes x sala,,,,,,,,,,,,,,,,,,
1,Distrito Federal,77,2.282.049,29.637,,,,,,,,,,,,,,,,,,
2,São Paulo,697,39.825.226,57.138,,,,,,,,,,,,,,,,,,
3,Rio de Janeiro,242,15.203.750,62.825,,,,,,,,,,,,,,,,,,
4,Rio Grande do Sul,155,10.726.063,69.200,,,,,,,,,,,,,,,,,,
5,Paraná,141,10.135.388,71.882,,,,,,,,,,,,,,,,,,
6,Espírito Santo,42,3.352.024,79.810,,,,,,,,,,,,,,,,,,
7,Amapá,6,547.400,91.233,,,,,,,,,,,,,,,,,,
8,Minas Gerais,195,18.993.720,97.404,,,,,,,,,,,,,,,,,,
9,Mato Grosso,28,2.749.145,98.184,,,,,,,,,,,,,,,,,,
10,Goiás,56,5.508.245,98.362,,,,,,,,,,,,,,,,,,
11,Santa Catarina,59,5.774.178,97.867,,,,,,,,,,,,,,,,,,
12,Mato Grosso do Sul,18,2.230.702,123.928,,,,,,,,,,,,,,,,,,
13,Roraima,3,381.896,127.299,,,,,,,,,,,,,,,,,,
14,Paraíba,26,3.568.350,137.244,,,,,,,,,,,,,,,,,,
15,Sergipe,14,1.934.596,138.185,,,,,,,,,,,,,,,,,,
16,Pernambuco,51,8.323.911,163.214,,,,,,,,,,,,,,,,,,
17,Amazonas,17,3.138.726,184.631,,,,,,,,,,,,,,,,,,
18,Bahia,67,13.682.074,204.210,,,,,,,,,,,,,,,,,,
19,Ceará,32,7.976.563,249.268,,,,,,,,,,,,,,,,,,
20,Tocantins,5,1.262.644,252.529,,,,,,,,,,,,,,,,,,
21,Rio Grande do Norte,10,2.962.107,296.211,,,,,,,,,,,,,,,,,,
22,Rondônia,5,1.562.085,312.417,,,,,,,,,,,,,,,,,,
23,Acre,2,630.328,315.164,,,,,,,,,,,,,,,,,,
24,Piauí,9,2.977.259,330.807,,,,,,,,,,,,,,,,,,
25,Maranhão,17,6.021.504,354.206,,,,,,,,,,,,,,,,,,
26,Pará,17,6.850.181,402.952,,,,,,,,,,,,,,,,,,
27,Alagoas,6,2.980.910,496.818,,,,,,,,,,,,,,,,,,
,Total,1997,181.581.024,90.927,,,,,,,,,,,,,,,,,,
Fonte: IBGE - estimativa 2004 - Pesquisa: www.filmeb.com.br,Fonte: IBGE - estimativa 2004 - Pesquisa: www.filmeb.com.br,Fonte: IBGE - estimativa 2004 - Pesquisa: www.filmeb.com.br,Fonte: IBGE - estimativa 2004 - Pesquisa: www.filmeb.com.br,Fonte: IBGE - estimativa 2004 - Pesquisa: www.filmeb.com.br,,,,,,,,,,,,,,,,,,
,,Topo da página,© Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,
