0,1
Total de salas multiplex por estado,Total de salas multiplex por estado
São Paulo,292
Rio de Janeiro,66
Distrito Federal,39
Pernambuco,36
Rio Grande do Sul,29
Paraná,26
Bahia,22
Ceará,18
Amazonas,14
Minas Gerais,14
Maranhão,10
Mato Grosso do Sul,10
Sergipe,9
Goiás,8
Mato Grosso,8
Paraíba,8
Espírito Santo,7
Rio Grande do Norte,7
Santa Catarina,6
Total,629
