mes_ano,programa_orcamentario,acao_orcamentaria,orgao_entidade_vinculada,Valor Empenhado,Valor Liquidado,Valor Pago
2022-01-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"09HB - CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS",20203 - Agência Nacional do Cinema,14765335.0,1101818.64,1101818.64
2022-01-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,0181 - APOSENTADORIAS E PENSOES CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,1139983.0,125848.51,0.0
2022-01-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"212B - BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",20203 - Agência Nacional do Cinema,2323826.0,185660.09,0.0
2022-01-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"2004 - ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",20203 - Agência Nacional do Cinema,561117.0,44831.94,0.0
2022-01-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000 - ADMINISTRACAO DA UNIDADE,20203 - Agência Nacional do Cinema,89526.81,59826.83,11990.3
2022-01-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,216H - AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,20203 - Agência Nacional do Cinema,0.0,0.0,0.0
2022-01-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP - ATIVOS CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,78569903.0,6076692.53,1681728.43
2022-02-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,216H - AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,20203 - Agência Nacional do Cinema,38084.58,12694.86,0.0
2022-02-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000 - ADMINISTRACAO DA UNIDADE,20203 - Agência Nacional do Cinema,4507158.63,111258.08,89936.99
2022-02-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"2004 - ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",20203 - Agência Nacional do Cinema,0.0,44785.63,44831.94
2022-02-01,5025 - CULTURA,20ZJ - FISCALIZACAO E REGULAMENTACAO DO SETOR AUDIOVISUAL,20203 - Agência Nacional do Cinema,143000.0,0.0,0.0
2022-02-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP - ATIVOS CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,0.0,6205115.7,6135396.48
2022-02-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"09HB - CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS",20203 - Agência Nacional do Cinema,0.0,1097677.92,1097677.92
2022-02-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"212B - BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",20203 - Agência Nacional do Cinema,0.0,184143.78,185660.09
2022-02-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,4572 - CAPACITACAO DE SERVIDORES PUBLICOS FEDERAIS EM PROCESSO DE QUALIFICACAO E REQUALIFICACAO,20203 - Agência Nacional do Cinema,63420.0,0.0,0.0
2022-02-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,0181 - APOSENTADORIAS E PENSOES CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,0.0,144311.75,134900.05
2022-03-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000 - ADMINISTRACAO DA UNIDADE,20203 - Agência Nacional do Cinema,1058640.98,2538348.41,2497061.0
2022-03-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,4572 - CAPACITACAO DE SERVIDORES PUBLICOS FEDERAIS EM PROCESSO DE QUALIFICACAO E REQUALIFICACAO,20203 - Agência Nacional do Cinema,16758.0,0.0,0.0
2022-03-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP - ATIVOS CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,0.0,6293121.94,6244560.04
2022-03-01,5025 - CULTURA,20ZJ - FISCALIZACAO E REGULAMENTACAO DO SETOR AUDIOVISUAL,20203 - Agência Nacional do Cinema,918.37,9157.38,116.67
2022-03-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,216H - AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,20203 - Agência Nacional do Cinema,0.0,12694.86,12694.86
2022-03-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"2004 - ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",20203 - Agência Nacional do Cinema,0.0,44633.35,44785.63
2022-03-01,0910 - OPERACOES ESPECIAIS: GESTAO DA PARTICIPACAO EM ORGANISMOS E ENTIDADES NACIONAIS E INTERNACIONAIS,00S0 - CONTRIBUICAO AO PROGRAMA IBERMEDIA,20203 - Agência Nacional do Cinema,0.0,0.0,0.0
2022-03-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"09HB - CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS",20203 - Agência Nacional do Cinema,0.0,1126141.12,1126141.12
2022-03-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"212B - BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",20203 - Agência Nacional do Cinema,0.0,181243.02,184143.78
2022-03-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,0181 - APOSENTADORIAS E PENSOES CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,0.0,133857.82,135260.21
2022-04-01,5025 - CULTURA,"20ZK - ADMINISTRACAO DOS INVESTIMENTOS, FINANCIAMENTOS E ATIVIDADES DO FUNDO SETORIAL DO AUDIOVISUAL (LEI N. 11.437, DE 2006)",20203 - Agência Nacional do Cinema,12006000.0,0.0,0.0
2022-04-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"212B - BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",20203 - Agência Nacional do Cinema,0.0,188031.53,188346.52
2022-04-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,0181 - APOSENTADORIAS E PENSOES CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,0.0,124084.46,133857.82
2022-04-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,216H - AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,20203 - Agência Nacional do Cinema,0.0,12694.86,12694.86
2022-04-01,5025 - CULTURA,"006C - FINANCIAMENTO AO SETOR AUDIOVISUAL - FUNDO SETORIAL DO AUDIOVISUAL (LEI N. 11.437, DE 2006)",20203 - Agência Nacional do Cinema,100000000.0,0.0,0.0
2022-04-01,5025 - CULTURA,006A - INVESTIMENTOS RETORNAVEIS NO SETOR AUDIOVISUAL MEDIANTE PARTICIPACAO EM EMPRESAS E PROJETOS - FUNDO SETORIAL DO AUDIOVISUAL,20203 - Agência Nacional do Cinema,300000000.0,0.0,0.0
2022-04-01,5025 - CULTURA,8106 - APOIO A PROJETOS AUDIOVISUAIS ESPECIFICOS - FUNDO SETORIAL DO AUDIOVISUAL,20203 - Agência Nacional do Cinema,200000.0,0.0,0.0
2022-04-01,2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO,006A - INVESTIMENTOS RETORNAVEIS NO SETOR AUDIOVISUAL MEDIANTE PARTICIPACAO EM EMPRESAS E PROJETOS - FUNDO SETORIAL DO AUDIOVISUAL,20203 - Agência Nacional do Cinema,0.0,0.0,0.0
2022-04-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000 - ADMINISTRACAO DA UNIDADE,20203 - Agência Nacional do Cinema,11018297.59,1467726.81,1446081.67
2022-04-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"2004 - ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",20203 - Agência Nacional do Cinema,0.0,44390.73,44633.35
2022-04-01,5025 - CULTURA,20ZJ - FISCALIZACAO E REGULAMENTACAO DO SETOR AUDIOVISUAL,20203 - Agência Nacional do Cinema,0.0,801.7,9842.41
2022-04-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP - ATIVOS CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,-355822.0,6216150.34,6346768.79
2022-04-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"09HB - CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS",20203 - Agência Nacional do Cinema,0.0,1110579.98,1110579.98
2022-05-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000 - ADMINISTRACAO DA UNIDADE,20203 - Agência Nacional do Cinema,436422.07,1825786.33,1818267.01
2022-05-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,0181 - APOSENTADORIAS E PENSOES CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,0.0,147298.11,124084.46
2022-05-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"2004 - ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",20203 - Agência Nacional do Cinema,0.0,43599.93,44390.73
2022-05-01,2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO,006A - INVESTIMENTOS RETORNAVEIS NO SETOR AUDIOVISUAL MEDIANTE PARTICIPACAO EM EMPRESAS E PROJETOS - FUNDO SETORIAL DO AUDIOVISUAL,20203 - Agência Nacional do Cinema,0.0,0.0,0.0
2022-05-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"212B - BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",20203 - Agência Nacional do Cinema,0.0,180755.86,180928.03
2022-05-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"09HB - CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS",20203 - Agência Nacional do Cinema,0.0,1105889.56,1105889.56
2022-05-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,4572 - CAPACITACAO DE SERVIDORES PUBLICOS FEDERAIS EM PROCESSO DE QUALIFICACAO E REQUALIFICACAO,20203 - Agência Nacional do Cinema,1099.6,0.0,0.0
2022-05-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,216H - AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,20203 - Agência Nacional do Cinema,114253.74,12694.86,12694.86
2022-05-01,5025 - CULTURA,20ZJ - FISCALIZACAO E REGULAMENTACAO DO SETOR AUDIOVISUAL,20203 - Agência Nacional do Cinema,55679.8,25074.04,25074.04
2022-05-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP - ATIVOS CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,355822.0,6022626.45,6126828.13
2022-06-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,216H - AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,20203 - Agência Nacional do Cinema,0.0,12694.86,12694.86
2022-06-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000 - ADMINISTRACAO DA UNIDADE,20203 - Agência Nacional do Cinema,1351852.0,1355202.57,1422094.62
2022-06-01,5025 - CULTURA,006A - INVESTIMENTOS RETORNAVEIS NO SETOR AUDIOVISUAL MEDIANTE PARTICIPACAO EM EMPRESAS E PROJETOS - FUNDO SETORIAL DO AUDIOVISUAL,20203 - Agência Nacional do Cinema,0.0,0.0,0.0
2022-06-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,4572 - CAPACITACAO DE SERVIDORES PUBLICOS FEDERAIS EM PROCESSO DE QUALIFICACAO E REQUALIFICACAO,20203 - Agência Nacional do Cinema,0.0,16758.0,16758.0
2022-06-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"2004 - ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",20203 - Agência Nacional do Cinema,0.0,43360.02,43599.93
2022-06-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"09HB - CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS",20203 - Agência Nacional do Cinema,0.0,1114701.26,1114701.26
2022-06-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP - ATIVOS CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,1612735.0,8142052.95,6114021.61
2022-06-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"212B - BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",20203 - Agência Nacional do Cinema,0.0,185391.87,187725.26
2022-06-01,5025 - CULTURA,20ZJ - FISCALIZACAO E REGULAMENTACAO DO SETOR AUDIOVISUAL,20203 - Agência Nacional do Cinema,0.0,6534.45,6534.45
2022-06-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,0181 - APOSENTADORIAS E PENSOES CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,561852.0,202620.16,147298.11
2022-06-01,2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO,006A - INVESTIMENTOS RETORNAVEIS NO SETOR AUDIOVISUAL MEDIANTE PARTICIPACAO EM EMPRESAS E PROJETOS - FUNDO SETORIAL DO AUDIOVISUAL,20203 - Agência Nacional do Cinema,0.0,0.0,0.0
2022-07-01,5025 - CULTURA,006A - INVESTIMENTOS RETORNAVEIS NO SETOR AUDIOVISUAL MEDIANTE PARTICIPACAO EM EMPRESAS E PROJETOS - FUNDO SETORIAL DO AUDIOVISUAL,20203 - Agência Nacional do Cinema,0.0,0.0,0.0
2022-07-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,0181 - APOSENTADORIAS E PENSOES CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,0.0,135395.65,211360.77
2022-07-01,5025 - CULTURA,"20ZK - ADMINISTRACAO DOS INVESTIMENTOS, FINANCIAMENTOS E ATIVIDADES DO FUNDO SETORIAL DO AUDIOVISUAL (LEI N. 11.437, DE 2006)",20203 - Agência Nacional do Cinema,0.0,0.0,0.0
2022-07-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"2004 - ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",20203 - Agência Nacional do Cinema,0.0,42474.6,43242.6
2022-07-01,2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO,"20ZK - ADMINISTRACAO DOS INVESTIMENTOS, FINANCIAMENTOS E ATIVIDADES DO FUNDO SETORIAL DO AUDIOVISUAL (LEI N. 11.437, DE 2006)",20203 - Agência Nacional do Cinema,0.0,0.0,0.0
2022-07-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP - ATIVOS CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,0.0,6053863.27,8083288.16
2022-07-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"212B - BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",20203 - Agência Nacional do Cinema,0.0,181236.59,181907.17
2022-07-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"09HB - CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS",20203 - Agência Nacional do Cinema,0.0,1109740.32,1109740.32
2022-07-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000 - ADMINISTRACAO DA UNIDADE,20203 - Agência Nacional do Cinema,6722763.76,1902679.41,1824040.14
2022-07-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,216H - AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,20203 - Agência Nacional do Cinema,0.0,12694.86,12694.86
2022-07-01,5025 - CULTURA,"006C - FINANCIAMENTO AO SETOR AUDIOVISUAL - FUNDO SETORIAL DO AUDIOVISUAL (LEI N. 11.437, DE 2006)",20203 - Agência Nacional do Cinema,0.0,0.0,0.0
2022-07-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,4572 - CAPACITACAO DE SERVIDORES PUBLICOS FEDERAIS EM PROCESSO DE QUALIFICACAO E REQUALIFICACAO,20203 - Agência Nacional do Cinema,29804.0,3395.0,3395.0
2022-08-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"212B - BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",20203 - Agência Nacional do Cinema,0.0,184879.69,181236.59
2022-08-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,0181 - APOSENTADORIAS E PENSOES CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,0.0,135080.13,126655.04
2022-08-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,4572 - CAPACITACAO DE SERVIDORES PUBLICOS FEDERAIS EM PROCESSO DE QUALIFICACAO E REQUALIFICACAO,20203 - Agência Nacional do Cinema,13630.0,4613.6,4613.6
2022-08-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP - ATIVOS CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,0.0,6156669.55,6100962.53
2022-08-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"2004 - ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",20203 - Agência Nacional do Cinema,0.0,43438.28,42592.02
2022-08-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"09HB - CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS",20203 - Agência Nacional do Cinema,0.0,1114462.7,1114462.7
2022-08-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000 - ADMINISTRACAO DA UNIDADE,20203 - Agência Nacional do Cinema,1167330.1,2095028.06,1576769.2
2022-08-01,0910 - OPERACOES ESPECIAIS: GESTAO DA PARTICIPACAO EM ORGANISMOS E ENTIDADES NACIONAIS E INTERNACIONAIS,00S0 - CONTRIBUICAO AO PROGRAMA IBERMEDIA,20203 - Agência Nacional do Cinema,1034000.0,520220.0,520220.0
2022-08-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,216H - AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,20203 - Agência Nacional do Cinema,0.0,12694.86,12694.86
2022-09-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,216H - AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,20203 - Agência Nacional do Cinema,0.0,12694.86,12694.86
2022-09-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,4572 - CAPACITACAO DE SERVIDORES PUBLICOS FEDERAIS EM PROCESSO DE QUALIFICACAO E REQUALIFICACAO,20203 - Agência Nacional do Cinema,39229.5,3700.0,3700.0
2022-09-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"212B - BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",20203 - Agência Nacional do Cinema,0.0,182828.95,184858.18
2022-09-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,0181 - APOSENTADORIAS E PENSOES CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,0.0,135080.13,135080.13
2022-09-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP - ATIVOS CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,0.0,6107668.83,6121881.75
2022-09-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000 - ADMINISTRACAO DA UNIDADE,20203 - Agência Nacional do Cinema,58622.89,3524486.16,4143929.4
2022-09-01,5025 - CULTURA,20ZJ - FISCALIZACAO E REGULAMENTACAO DO SETOR AUDIOVISUAL,20203 - Agência Nacional do Cinema,-115030.6,12265.12,12265.12
2022-09-01,0910 - OPERACOES ESPECIAIS: GESTAO DA PARTICIPACAO EM ORGANISMOS E ENTIDADES NACIONAIS E INTERNACIONAIS,00S0 - CONTRIBUICAO AO PROGRAMA IBERMEDIA,20203 - Agência Nacional do Cinema,-476310.0,31620.0,31620.0
2022-09-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"2004 - ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",20203 - Agência Nacional do Cinema,0.0,40284.2,43438.28
2022-09-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"09HB - CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS",20203 - Agência Nacional do Cinema,0.0,1104963.38,1104963.38
2022-10-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,216H - AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,20203 - Agência Nacional do Cinema,0.0,12694.86,12694.86
2022-10-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"2004 - ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",20203 - Agência Nacional do Cinema,0.0,43460.6,40284.2
2022-10-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"09HB - CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS",20203 - Agência Nacional do Cinema,0.0,1094301.76,1094301.76
2022-10-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,4572 - CAPACITACAO DE SERVIDORES PUBLICOS FEDERAIS EM PROCESSO DE QUALIFICACAO E REQUALIFICACAO,20203 - Agência Nacional do Cinema,50400.0,29595.0,29595.0
2022-10-01,5025 - CULTURA,20ZI - FOMENTO AO SETOR AUDIOVISUAL (MEDIDA PROVISORIA N. 2.228-1/2001),20203 - Agência Nacional do Cinema,200000.0,0.0,0.0
2022-10-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,0181 - APOSENTADORIAS E PENSOES CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,0.0,135080.13,135080.13
2022-10-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000 - ADMINISTRACAO DA UNIDADE,20203 - Agência Nacional do Cinema,-884168.66,1379287.1,1339087.26
2022-10-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP - ATIVOS CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,0.0,6168598.46,6124585.25
2022-10-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"212B - BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",20203 - Agência Nacional do Cinema,0.0,178924.64,182844.58
2022-10-01,5025 - CULTURA,20ZJ - FISCALIZACAO E REGULAMENTACAO DO SETOR AUDIOVISUAL,20203 - Agência Nacional do Cinema,115178.75,148.15,148.15
2022-11-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP - ATIVOS CIVIS DA UNIAO,20203 - Agência Nacional do Cinema,5551.47,9033781.97,7774864.47
2022-11-01,5025 - CULTURA,20ZJ - FISCALIZACAO E REGULAMENTACAO DO SETOR AUDIOVISUAL,20203 - Agência Nacional do Cinema,-1776.72,723.28,723.28
2022-11-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,"2004 - ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",20203 - Agência Nacional do Cinema,0.0,34525.25,34753.52
2022-11-01,0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000 - ADMINISTRACAO DA UNIDADE,20203 - Agência Nacional do Cinema,-196228.78,1791564.01,1761621.49
